Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",28y 41d,185 (118-0-67 63.78%),109 (0.59),←,
12,"Blakey, John",34y 284d,330 (177-0-153 53.64%),107 (0.32),195 (125-0-70 64.10%),69 (0.35)
23,"Clayton, Shane",22y 192d,72 (37-0-35 51.39%),21 (0.29),54 (35-0-19 64.81%),20 (0.37)
45,"Cochrane, Stuart",22y 288d,18 (7-0-11 38.89%),2 (0.11),←,
2,"Colbert, Leigh",25y 331d,124 (71-1-52 57.66%),59 (0.48),19 (9-0-10 47.37%),9 (0.47)
14,"Harris, Daniel",18y 359d,6 (1-0-5 16.67%),1 (0.17),←,
29,"Harvey, Brent",22y 355d,93 (62-0-31 66.67%),103 (1.11),←,
21,"Jones, Corey",20y 67d,3 (1-0-2 33.33%),2 (0.67),←,
34,"King, David",29y 58d,162 (106-0-56 65.43%),79 (0.49),←,
35,"Makepeace, Troy",22y 59d,28 (15-0-13 53.57%),7 (0.25),←,
4,"Martyn, Mick",32y 246d,260 (154-1-105 59.42%),15 (0.06),←,
5,"McCartney, Jason",27y 51d,151 (84-0-67 55.63%),53 (0.35),76 (50-0-26 65.79%),5 (0.07)
31,"McKernan, Corey",27y 136d,167 (112-0-55 67.07%),198 (1.19),←,
8,"McLaren, Joe",23y 144d,58 (21-1-36 37.07%),35 (0.60),1 (0-0-1 0.00%),2 (2.00)
32,"Morrell, Digby",21y 206d,1 (0-0-1 0.00%),1 (1.00),←,
20,"Petrie, Drew",18y 201d,3 (0-0-3 0.00%),,←,
28,"Pickett, Byron",23y 266d,82 (54-0-28 65.85%),5 (0.06),←,
26,"Rocca, Saverio",27y 165d,161 (70-2-89 44.10%),525 (3.26),5 (0-0-5 0.00%),11 (2.20)
7,"Simpson, Adam",25y 77d,121 (83-0-38 68.60%),40 (0.33),←,
9,"Sinclair, Jess",22y 251d,56 (14-0-42 25.00%),27 (0.48),6 (1-0-5 16.67%),1 (0.17)
13,"Smith, Dylan",18y 290d,4 (0-0-4 0.00%),,←,
10,"Stevens, Anthony",29y 306d,224 (137-0-87 61.16%),101 (0.45),←,
Totals,Totals,24y 298d,2309 (1324-5-980 57.34%),1490 (0.65),,
C,"Pagan, Denis",53y 222d,201 (130-0-71 64.68%),,←,
