Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
15,"Allan, Ben",25y 219d,83 (54-0-29 65.06%),62 (0.75),←,
5,"Collins, Andrew",29y 27d,153 (109-0-44 71.24%),33 (0.22),←,
3,"Condon, Anthony",26y 167d,110 (77-0-33 70.00%),39 (0.35),←,
26,"Cooper, Paul",26y 46d,54 (37-0-17 68.52%),6 (0.11),←,
9,"Crawford, Shane",19y 255d,28 (17-0-11 60.71%),25 (0.89),←,
13,"Dear, Paul",27y 145d,95 (66-0-29 69.47%),69 (0.73),←,
19,"Dunstall, Jason",29y 281d,194 (148-0-46 76.29%),947 (4.88),←,
16,"Gowers, Andrew",25y 41d,74 (51-0-23 68.92%),42 (0.57),←,
34,"Graham, Mark",21y 70d,6 (5-0-1 83.33%),1 (0.17),←,
22,"Hargreaves, Tim",18y 357d,4 (4-0-0 100.00%),12 (3.00),←,
17,"Hudson, Paul",23y 306d,81 (56-0-25 69.14%),169 (2.09),←,
11,"Jarman, Darren",27y 114d,76 (50-0-26 65.79%),100 (1.32),←,
1,"Jencke, Ray",28y 58d,144 (100-0-44 69.44%),25 (0.17),←,
24,"Langford, Chris",31y 140d,244 (181-1-62 74.39%),31 (0.13),←,
12,"Lawrence, Stephen",25y 30d,86 (58-0-28 67.44%),17 (0.20),←,
20,"Maginness, Scott",27y 293d,96 (69-0-27 71.88%),5 (0.05),←,
44,"Platten, John",31y 66d,185 (134-0-51 72.43%),189 (1.02),←,
18,"Pritchard, Darrin",28y 62d,154 (111-0-43 72.08%),87 (0.56),←,
38,"Tallis, Rayden",18y 347d,6 (4-0-2 66.67%),1 (0.17),←,
25,"Taylor, Jason",25y 241d,42 (23-0-19 54.76%),22 (0.52),35 (22-0-13 62.86%),18 (0.51)
33,"Young, Matthew",21y 247d,2 (2-0-0 100.00%),,←,
Totals,Totals,25y 237d,1917 (1356-1-560 70.74%),1882 (0.98),,
C,"Knights, Peter",42y 53d,67 (21-0-46 31.34%),,8 (5-0-3 62.50%),
