Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bandy, Daniel",12,8,6,18,,,9.0,,2.0,4.0,2.0,2.0,1.0,2.0,,7.0,13.0,,1.0,1.0,,,
7,"Black, Heath",18,5,2,20,,,,2.0,2.0,6.0,2.0,2.0,1.0,1.0,,5.0,15.0,,1.0,,2.0,,
32,"Bond, Chris",5,1,7,12,,,,1.0,1.0,,,,1.0,3.0,,5.0,7.0,,,2.0,,,
42,"Callaghan, Craig",15,8,4,19,,1.0,,1.0,,2.0,,,1.0,,,3.0,15.0,,3.0,1.0,,,
22,"Carroll, Trent",2,1,3,5,,,,1.0,,,,,,,,2.0,2.0,,,2.0,,,
31,"Clement, James",16,9,5,21,1,1.0,,,5.0,2.0,,2.0,1.0,2.0,,7.0,14.0,2.0,2.0,2.0,,,
2,"Fletcher, Adrian",11,5,10,21,,,1.0,4.0,1.0,3.0,7.0,3.0,1.0,,,9.0,13.0,,,2.0,1.0,,
35,"Gale, Mark",14,8,7,21,1,,,,2.0,5.0,1.0,,1.0,,,3.0,17.0,1.0,1.0,1.0,1.0,,
3,"Harding, Greg",5,2,4,9,,,,1.0,3.0,2.0,,,,,,3.0,6.0,,,,,,
17,"Holland, Brodie",12,8,10,22,1,1.0,,1.0,,6.0,1.0,2.0,1.0,1.0,,3.0,19.0,,1.0,1.0,,,
11,"Kickett, Dale",11,4,13,24,,,,3.0,4.0,2.0,2.0,3.0,2.0,1.0,,13.0,11.0,,,3.0,,,
8,"McManus, Shaun",8,,3,11,1,2.0,,,,2.0,,2.0,3.0,2.0,,5.0,5.0,,,,,,
16,"Michael, Clem",4,4,2,6,,,15.0,,,2.0,4.0,,,,,3.0,3.0,1.0,2.0,2.0,,,
6,"Modra, Tony",11,5,,11,2,7.0,,,,,,,2.0,,,7.0,5.0,2.0,5.0,,,,
25,"Norrish, Jason",6,,6,12,1,,,1.0,,2.0,1.0,1.0,1.0,,,5.0,6.0,,,1.0,,,
10,"OReilly, Stephen",4,3,4,8,,,,1.0,,,,,1.0,1.0,,4.0,4.0,1.0,,,1.0,,
23,"Parker, Shane",4,5,5,9,,,,2.0,3.0,,,,,1.0,,3.0,7.0,1.0,,,2.0,,
36,"Prescott, Ashley",16,6,2,18,,,,1.0,3.0,5.0,1.0,,1.0,2.0,,5.0,12.0,,,,,,
33,"Shipp, Andrew",1,1,1,2,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,
19,"Walker, James",7,5,11,18,,,,2.0,2.0,,3.0,2.0,,,,4.0,15.0,,1.0,1.0,,,
26,"Waterhouse, Clive",13,10,5,18,2,3.0,1.0,1.0,,5.0,,1.0,1.0,1.0,,12.0,5.0,6.0,4.0,2.0,,,
29,"Wira, Brad",14,8,6,20,,3.0,,,,6.0,1.0,2.0,,,,5.0,16.0,,1.0,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,106,116,325,9,23.0,26.0,22.0,28.0,55.0,25.0,23.0,19.0,17.0,,114.0,211.0,14.0,22.0,22.0,7.0,,
Opposition,Opposition,211,94,124,335,15,12.0,29.0,22.0,34.0,53.0,33.0,30.0,16.0,19.0,6.0,116.0,222.0,13.0,15.0,32.0,12.0,,
