Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",14,3,5,19,1,,1.0,1.0,,,,,1.0,2.0,2.0,,,,,,,,
25,"Bews, Andrew",10,2,14,24,,,,1.0,,,,,1.0,1.0,,,,,,,,,
1,"Champion, Richard",13,2,2,15,,,,3.0,,,,,5.0,,1.0,,,,,,,,
16,"Clarke, Matthew",5,6,6,11,,,24.0,1.0,,,,,,1.0,,,,,,,,,
12,"Clarke, Troy",5,1,1,6,,1.0,,,,,,,,,,,,,,,,,
6,"Fletcher, Adrian",9,3,19,28,,,,2.0,,,,,2.0,1.0,,,,,,,,,
29,"Francis, Fabian",2,1,1,3,,,,,,,,,,,,,,,,,,,
37,"Frigo, Rudi",1,,,1,,1.0,1.0,,,,,,,,,,,,,,,,
4,"Gastev, John",9,2,4,13,,,,4.0,,,,,4.0,1.0,,,,,,,,,
14,"Hamilton, Shane",15,2,5,20,,,1.0,1.0,,,,,1.0,,,,,,,,,,
18,"Lambert, Craig",9,,22,31,,,,,,,,,1.0,,,,,,,,,,
44,"Lappin, Nigel",3,,2,5,,1.0,,,,,,,,,,,,,,,,,
17,"Leslie, Martin",5,1,3,8,,,,2.0,,,,,2.0,,,,,,,,,,
11,"Lynch, Alastair",11,6,2,13,,,,,,,,,1.0,1.0,,,,,,,,,
2,"McAdam, Gilbert",7,2,5,12,3,1.0,,3.0,,,,,2.0,2.0,,,,,,,,,
7,"McIvor, Scott",4,1,6,10,1,,1.0,1.0,,,,,,3.0,,,,,,,,,
19,"McLean, Michael",11,1,6,17,,,,1.0,,,,,3.0,,,,,,,,,,
8,"Peos, Paul",8,6,1,9,4,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
22,"Scott, Chris",15,5,3,18,,2.0,,1.0,,,,,1.0,2.0,,,,,,,,,
38,"Scott, Dion",2,2,1,3,1,,,,,,,,,,,,,,,,,,
33,"White, Darryl",5,4,7,12,,,2.0,3.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,163,50,115,278,10,9.0,30.0,25.0,,,,,25.0,15.0,3.0,,,,,,,,
Opposition,Opposition,196,70,97,293,11,12.0,35.0,16.0,,,,,15.0,25.0,3.0,,,,,,,,
