North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",23y 238d,116 (68-0-48 58.62%),15 (0.13),←,
50,"Brown, Ben",23y 170d,40 (31-0-9 77.50%),65 (1.63),←,
10,"Cunnington, Ben",24y 313d,130 (75-0-55 57.69%),56 (0.43),←,
15,"Dal Santo, Nick",32y 76d,307 (179-5-123 59.12%),153 (0.50),47 (34-0-13 72.34%),13 (0.28)
11,"Firrito, Michael",32y 163d,260 (136-2-122 52.69%),29 (0.11),←,
43,"Gibson, Sam",29y 347d,92 (58-0-34 63.04%),41 (0.45),←,
22,"Goldstein, Todd",27y 312d,156 (88-1-67 56.73%),79 (0.51),←,
29,"Harvey, Brent",37y 360d,416 (230-3-183 55.65%),495 (1.19),←,
4,"Higgins, Shaun",28y 65d,160 (80-1-79 50.31%),176 (1.10),31 (22-0-9 70.97%),48 (1.55)
5,"Jacobs, Ben",24y 120d,76 (37-0-39 48.68%),9 (0.12),50 (32-0-18 64.00%),4 (0.08)
34,"Macmillan, Jamie",24y 228d,88 (52-0-36 59.09%),36 (0.41),←,
21,"McDonald, Luke",21y 89d,44 (30-0-14 68.18%),1 (0.02),←,
17,"Mullett, Aaron",24y 75d,53 (31-0-22 58.49%),25 (0.47),←,
28,"Nahas, Robin",28y 180d,110 (46-3-61 43.18%),131 (1.19),27 (17-0-10 62.96%),31 (1.15)
20,"Petrie, Drew",33y 206d,300 (154-3-143 51.83%),411 (1.37),←,
9,"Swallow, Andrew",28y 341d,193 (102-1-90 53.11%),76 (0.39),←,
25,"Tarrant, Robbie",27y 13d,68 (39-0-29 57.35%),41 (0.60),←,
16,"Thompson, Scott",29y 365d,166 (85-2-79 51.81%),6 (0.04),←,
30,"Waite, Jarrad",33y 94d,214 (88-4-122 42.06%),317 (1.48),30 (22-0-8 73.33%),65 (2.17)
8,"Wells, Daniel",31y 95d,231 (122-2-107 53.25%),145 (0.63),←,
32,"Wood, Mason",22y 238d,10 (6-0-4 60.00%),7 (0.70),←,
7,"Ziebell, Jack",25y 70d,131 (70-0-61 53.44%),79 (0.60),←,
Totals,Totals,27y 355d,3361 (1807-27-1527 53.76%),2393 (0.71),,
C,"Scott, Brad",40y 5d,142 (81-0-61 57.04%),,←,
