Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
8,"Bond, Troy",22y 44d,33 (23-0-10 69.70%),26 (0.79),←,
21,"Bradley, Craig",31y 308d,222 (140-2-80 63.51%),164 (0.74),←,
16,"Camporeale, Scott",20y 16d,21 (19-0-2 90.48%),8 (0.38),←,
39,"Christou, Ang",23y 223d,69 (50-1-18 73.19%),15 (0.22),←,
6,"Clape, Matt",26y 91d,48 (38-0-10 79.17%),43 (0.90),19 (17-0-2 89.47%),29 (1.53)
34,"De Iulio, Ron",23y 134d,40 (27-0-13 67.50%),46 (1.15),←,
35,"Dean, Peter",30y 171d,203 (130-1-72 64.29%),29 (0.14),←,
13,"Hanna, Mil",29y 144d,169 (99-2-68 59.17%),77 (0.46),←,
17,"Heaver, Brent",24y 73d,57 (41-1-15 72.81%),96 (1.68),45 (32-1-12 72.22%),84 (1.87)
4,"Kernahan, Stephen",31y 360d,212 (133-2-77 63.21%),644 (3.04),←,
43,"Koutoufides, Anthony",22y 221d,57 (38-1-18 67.54%),27 (0.47),←,
44,"Madden, Justin",34y 88d,307 (194-2-111 63.52%),186 (0.61),262 (164-2-96 62.98%),166 (0.63)
22,"Manton, Glenn",22y 87d,29 (19-0-10 65.52%),5 (0.17),8 (8-0-0 100.00%),1 (0.13)
5,"McKay, Andrew",25y 44d,67 (49-1-17 73.88%),12 (0.18),←,
7,"Ratten, Brett",24y 47d,93 (58-0-35 62.37%),21 (0.23),←,
23,"Rice, Dean",27y 163d,131 (58-1-72 44.66%),61 (0.47),15 (13-0-2 86.67%),18 (1.20)
14,"Sexton, Michael",24y 175d,103 (66-1-36 64.56%),9 (0.09),←,
1,"Silvagni, Stephen",28y 88d,184 (121-1-62 66.03%),121 (0.66),←,
11,"Spalding, Earl",30y 169d,191 (129-1-61 67.80%),143 (0.75),82 (59-1-22 72.56%),80 (0.98)
32,"Whitehead, Adrian",20y 2d,29 (25-0-4 86.21%),2 (0.07),←,
2,"Williams, Greg",31y 331d,216 (129-1-86 59.95%),186 (0.86),75 (53-1-21 71.33%),58 (0.77)
Totals,Totals,26y 142d,2481 (1586-18-877 63.93%),1921 (0.77),,
C,"Parkin, David",52y 349d,395 (237-2-156 60.25%),,232 (150-2-80 65.09%),
