Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Buckley, Nathan",11,6,8,19,2,1.0,,2.0,,6.0,3.0,2.0,1.0,1.0,,9.0,12.0,,2.0,4.0,5.0,1.0,88.0
17,"Burns, Scott",9,3,8,17,1,1.0,,,1.0,4.0,3.0,,2.0,,,6.0,12.0,,,2.0,1.0,1.0,60.0
8,"Clement, James",10,3,1,11,,,,1.0,4.0,2.0,,1.0,2.0,,,3.0,6.0,,,4.0,,,100.0
34,"Cloke, Jason",2,4,9,11,,,3.0,4.0,2.0,,,,4.0,,,8.0,4.0,1.0,,3.0,,,83.0
1,"Davis, Leon",2,,4,6,,,,2.0,,2.0,,,1.0,,,4.0,3.0,,,2.0,1.0,1.0,61.0
4,"Didak, Alan",14,6,3,17,3,2.0,,,,4.0,3.0,5.0,1.0,2.0,,10.0,6.0,1.0,2.0,1.0,,,69.0
30,"Fanning, David",3,3,2,5,,,3.0,2.0,,,,2.0,,2.0,,,4.0,,,,,,41.0
25,"Fraser, Josh",12,6,4,16,1,2.0,11.0,1.0,,4.0,3.0,3.0,,1.0,,5.0,10.0,,2.0,1.0,,1.0,81.0
26,"Johnson, Ben",15,5,5,20,,1.0,,2.0,2.0,3.0,3.0,,2.0,,,6.0,12.0,1.0,,6.0,,1.0,77.0
18,"Licuria, Paul",8,4,6,14,,1.0,,2.0,1.0,,1.0,2.0,,,,4.0,10.0,1.0,,2.0,2.0,,79.0
24,"Lockyer, Tarkyn",8,,8,16,,,,2.0,3.0,1.0,,2.0,1.0,1.0,,6.0,9.0,,,1.0,1.0,,100.0
3,"Lonie, Ryan",13,3,6,19,,,,5.0,,4.0,2.0,3.0,1.0,1.0,,4.0,14.0,,,1.0,3.0,,100.0
7,"Morrison, Chad",10,2,7,17,,,,2.0,5.0,4.0,1.0,,2.0,,,5.0,12.0,,,5.0,1.0,,95.0
11,"OBree, Shane",12,5,9,21,,,,3.0,,4.0,4.0,6.0,1.0,1.0,,11.0,10.0,,,1.0,3.0,,73.0
16,"Pendlebury, Scott",11,5,12,23,1,,,2.0,2.0,,3.0,3.0,1.0,,,9.0,14.0,,2.0,1.0,,,62.0
23,"Rocca, Anthony",3,2,4,7,2,1.0,1.0,3.0,,,2.0,2.0,1.0,2.0,,5.0,2.0,2.0,2.0,,,,96.0
39,"Shaw, Heath",12,4,7,19,,,1.0,2.0,5.0,2.0,2.0,1.0,,,,7.0,12.0,,1.0,3.0,,,95.0
22,"Shaw, Rhyce",10,5,6,16,,,,,3.0,4.0,,,,,,1.0,15.0,,,2.0,2.0,2.0,90.0
36,"Swan, Dane",17,7,8,25,1,,,2.0,1.0,5.0,3.0,2.0,2.0,1.0,,9.0,15.0,1.0,1.0,,2.0,1.0,84.0
20,"Tarrant, Chris",11,8,4,15,3,2.0,1.0,2.0,,5.0,1.0,6.0,2.0,3.0,,6.0,9.0,2.0,2.0,1.0,,,85.0
13,"Thomas, Dale",7,4,3,10,1,1.0,,3.0,,,2.0,3.0,1.0,1.0,,6.0,3.0,1.0,1.0,4.0,1.0,,85.0
14,"Wakelin, Shane",6,5,7,13,,,1.0,1.0,4.0,,,2.0,,,,5.0,9.0,,,6.0,5.0,,96.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,90,131,337,15,14.0,21.0,43.0,33.0,54.0,36.0,45.0,25.0,16.0,,129.0,203.0,10.0,15.0,50.0,27.0,8.0,
Opposition,Opposition,220,114,143,363,18,11.0,34.0,50.0,41.0,53.0,28.0,51.0,17.0,25.0,6.0,114.0,243.0,10.0,15.0,39.0,19.0,8.0,
