Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",32y 161d,291 (204-3-84 70.62%),194 (0.67),←,
24,"Bews, Jed",22y 151d,25 (14-1-10 58.00%),1 (0.04),←,
46,"Blicavs, Mark",25y 46d,74 (50-1-23 68.24%),20 (0.27),←,
23,"Caddy, Josh",23y 228d,85 (45-1-39 53.53%),65 (0.76),61 (42-1-18 69.67%),48 (0.79)
35,"Dangerfield, Patrick",26y 38d,162 (88-0-74 54.32%),170 (1.05),8 (7-0-1 87.50%),7 (0.88)
22,"Duncan, Mitch",24y 338d,119 (90-0-29 75.63%),98 (0.82),←,
44,"Enright, Corey",34y 242d,316 (209-3-104 66.61%),63 (0.20),←,
28,"Gregson, Cory",19y 252d,25 (14-1-10 58.00%),15 (0.60),←,
29,"Guthrie, Cameron",23y 268d,93 (63-1-29 68.28%),27 (0.29),←,
26,"Hawkins, Tom",27y 297d,174 (131-1-42 75.57%),349 (2.01),←,
25,"Henderson, Lachie",26y 151d,124 (56-1-67 45.56%),105 (0.85),7 (6-0-1 85.71%),1 (0.14)
39,"Kersten, Shane",23y 59d,27 (21-0-6 77.78%),34 (1.26),←,
11,"Lang, Darcy",20y 174d,28 (17-1-10 62.50%),23 (0.82),←,
13,"Lonergan, Tom",31y 362d,171 (125-2-44 73.68%),54 (0.32),←,
4,"Mackie, Andrew",31y 280d,242 (182-1-59 75.41%),97 (0.40),←,
10,"Menzel, Daniel",24y 243d,29 (25-0-4 86.21%),43 (1.48),←,
32,"Motlop, Steven",25y 62d,96 (64-1-31 67.19%),132 (1.38),←,
36,"Ruggles, Tom",24y 18d,5 (5-0-0 100.00%),,←,
14,"Selwood, Joel",27y 353d,212 (164-1-47 77.59%),131 (0.62),←,
9,"Smith, Zac",26y 81d,73 (20-0-53 27.40%),36 (0.49),8 (7-0-1 87.50%),5 (0.63)
1,"Stanley, Rhys",25y 164d,73 (31-0-42 42.47%),52 (0.71),15 (10-0-5 66.67%),12 (0.80)
7,"Taylor, Harry",29y 336d,188 (142-1-45 75.80%),41 (0.22),←,
Totals,Totals,26y 96d,2632 (1760-20-852 66.87%),1750 (0.66),,
C,"Scott, Chris",40y 10d,126 (91-1-34 72.62%),,←,
