Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",18,5,16,34,1.0,1.0,,4.0,1.0,4.0,11.0,5.0,,2.0,1.0,11,22,,,,,,86.0
20,"Barlow, Michael",5,1,9,14,,,,2.0,1.0,1.0,1.0,3.0,,,,2,11,,,,,,68.0
29,"Bowes, Jack",7,3,7,14,1.0,,,1.0,1.0,,,2.0,1.0,1.0,,5,9,,,1.0,1.0,,76.0
8,"Fiorini, Brayden",13,6,18,31,,,,4.0,3.0,4.0,6.0,2.0,,,,10,18,,2.0,,,2.0,74.0
33,"Hall, Aaron",15,5,14,29,,,,4.0,,8.0,1.0,3.0,,2.0,,4,26,,,,3.0,1.0,82.0
5,"Harbrow, Jarrod",14,5,9,23,,,,2.0,4.0,2.0,,2.0,,1.0,,5,17,,,5.0,,1.0,89.0
38,"Joyce, Jesse",6,5,9,15,,,,1.0,1.0,,,1.0,,,,8,9,,,1.0,,,78.0
10,"Kolodjashnij, Kade",14,8,7,21,,,,,3.0,1.0,,2.0,,1.0,,5,16,2.0,,1.0,,,91.0
23,"Lemmens, Sean",11,7,5,16,1.0,,,3.0,,2.0,,3.0,1.0,2.0,,2,13,,2.0,,,,78.0
21,"Leslie, Jack",5,8,5,10,,,,,1.0,1.0,,3.0,,3.0,,2,8,1.0,,6.0,,,94.0
19,"Lynch, Tom",13,12,6,19,7.0,,,1.0,,5.0,,2.0,2.0,1.0,3.0,6,14,1.0,5.0,4.0,1.0,1.0,100.0
25,"Lyons, Jarryd",16,4,8,24,1.0,2.0,,4.0,2.0,5.0,7.0,4.0,,1.0,,9,14,1.0,1.0,,,,76.0
4,"Martin, Jack",15,12,15,30,,,,1.0,2.0,1.0,1.0,2.0,,2.0,,6,24,1.0,,,,,81.0
32,"Matera, Brandon",22,9,7,29,3.0,1.0,,3.0,4.0,4.0,,1.0,,,2.0,7,21,,1.0,,,3.0,78.0
17,"May, Steven",7,5,10,17,,1.0,,,,,,,1.0,,,6,9,2.0,,3.0,,,85.0
11,"Miller, Touk",9,2,15,24,,,,1.0,2.0,1.0,3.0,4.0,2.0,1.0,,9,13,,,2.0,,,77.0
3,"Rosa, Matt",7,5,14,21,,,,4.0,3.0,2.0,2.0,1.0,,,,9,13,,,2.0,,,86.0
42,"Saad, Adam",6,3,9,15,,,,3.0,4.0,1.0,,,,,,2,12,1.0,,2.0,6.0,,83.0
6,"Sexton, Alex",7,3,11,18,,,,,,2.0,1.0,5.0,,2.0,,6,13,,1.0,,1.0,2.0,81.0
24,"Swallow, David",7,3,6,13,,,,2.0,,2.0,2.0,5.0,,1.0,,5,8,1.0,1.0,,,1.0,64.0
28,"Witts, Jarrod",6,2,8,14,,,36.0,2.0,,,4.0,2.0,2.0,,,6,9,,1.0,3.0,,1.0,82.0
30,"Wright, Peter",6,5,4,10,3.0,1.0,4.0,2.0,,,,2.0,1.0,,,6,5,2.0,4.0,1.0,,,88.0
Totals,Totals,229,118,212,441,17.0,6.0,40.0,44.0,32.0,46.0,39.0,54.0,10.0,20.0,6.0,131,304,12.0,18.0,31.0,12.0,12.0,
Opposition,Opposition,223,109,98,321,12.0,10.0,25.0,82.0,26.0,44.0,28.0,32.0,20.0,10.0,,118,201,12.0,13.0,35.0,10.0,8.0,
