Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Breust, Luke",2,,4,6,,,,2.0,2.0,2.0,2.0,1.0,,1.0,,5.0,3.0,,,1.0,,,73.0
9,"Burgoyne, Shaun",7,3,6,13,1,,,4.0,2.0,1.0,,1.0,,1.0,,3.0,10.0,,1.0,2.0,,,79.0
30,"Day, Will",11,8,5,16,,,,2.0,,3.0,,3.0,,,,5.0,11.0,1.0,,4.0,,,75.0
12,"Frawley, James",6,1,5,11,,,,,4.0,,,2.0,,,,5.0,4.0,,,3.0,,,90.0
8,"Frost, Sam",4,3,5,9,,,,,,,,2.0,,,,2.0,7.0,1.0,,3.0,,,84.0
13,"Glass, Conor",8,7,4,12,1,,,4.0,2.0,5.0,,4.0,,,,1.0,12.0,,1.0,2.0,,,81.0
19,"Gunston, Jack",6,1,3,9,2,1.0,,,,1.0,1.0,,1.0,,,4.0,3.0,,1.0,2.0,,,83.0
15,"Hardwick, Blake",6,3,8,14,,,,2.0,2.0,1.0,,1.0,,1.0,,5.0,7.0,,,,,,85.0
4,"Impey, Jarman",4,1,6,10,,1.0,,3.0,,,,1.0,,1.0,,1.0,10.0,,,1.0,,1.0,80.0
29,"Jiath, Changkuoth",5,1,7,12,,,,,1.0,,1.0,3.0,,1.0,,4.0,6.0,,,2.0,,,70.0
7,"McEvoy, Ben",2,1,6,8,,,16.0,4.0,,,,1.0,1.0,,,6.0,3.0,1.0,,3.0,,,81.0
3,"Mitchell, Tom",11,2,23,34,,1.0,,5.0,2.0,3.0,6.0,5.0,1.0,1.0,,18.0,17.0,1.0,,,,,89.0
1,"Morrison, Harry",6,1,7,13,,1.0,,3.0,,3.0,1.0,3.0,,1.0,,6.0,9.0,,1.0,1.0,,,87.0
11,"Nash, Conor",3,1,2,5,,,,,,2.0,,1.0,,,,4.0,2.0,,,,,,72.0
23,"OBrien, Tim",7,4,3,10,1,,1.0,4.0,1.0,3.0,,3.0,1.0,2.0,,6.0,4.0,2.0,1.0,1.0,,1.0,84.0
10,"OMeara, Jaeger",13,1,14,27,,1.0,,7.0,,7.0,9.0,2.0,2.0,,,14.0,14.0,,,3.0,,,82.0
14,"Scrimshaw, Jack",12,6,6,18,,,,1.0,7.0,2.0,1.0,2.0,,,,2.0,14.0,,,3.0,,,78.0
26,"Shiels, Liam",16,6,9,25,1,,,2.0,,5.0,6.0,4.0,2.0,,,7.0,17.0,,,1.0,,,77.0
6,"Sicily, James",12,5,,12,,,,,5.0,2.0,,1.0,,,,1.0,9.0,,,3.0,,,96.0
24,"Stratton, Ben",4,1,3,7,,,,3.0,2.0,,,2.0,,,,3.0,4.0,,,6.0,,,90.0
20,"Wingard, Chad",5,3,8,13,,,,6.0,,1.0,1.0,3.0,,2.0,,3.0,11.0,,2.0,2.0,,1.0,80.0
5,"Worpel, James",11,5,16,27,1,,,2.0,,6.0,4.0,3.0,1.0,1.0,,9.0,17.0,,1.0,,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,161,64,150,311,7,7.0,17.0,54.0,30.0,47.0,32.0,48.0,9.0,12.0,,114.0,194.0,6.0,8.0,43.0,,3.0,
Opposition,Opposition,198,84,122,320,12,9.0,46.0,56.0,40.0,42.0,36.0,51.0,12.0,9.0,6.0,145.0,186.0,19.0,12.0,49.0,,6.0,
