Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
21,"Barlow, Michael",27y 248d,109 (73-1-35 67.43%),71 (0.65),←,
17,"Crozier, Hayden",21y 242d,33 (20-0-13 60.61%),25 (0.76),←,
3,"Dawson, Zac",29y 182d,143 (92-4-47 65.73%),7 (0.05),66 (46-1-19 70.45%),3 (0.05)
9,"de Boer, Matt",25y 166d,130 (75-1-54 58.08%),44 (0.34),←,
7,"Fyfe, Nat",23y 339d,110 (71-1-38 65.00%),95 (0.86),←,
12,"Griffin, Jonathon",29y 221d,75 (41-0-34 54.67%),25 (0.33),34 (20-0-14 58.82%),18 (0.53)
32,"Hill, Stephen",25y 114d,148 (87-0-61 58.78%),98 (0.66),←,
5,"Ibbotson, Garrick",27y 161d,147 (79-1-67 54.08%),21 (0.14),←,
37,"Johnson, Michael",30y 307d,202 (113-1-88 56.19%),63 (0.31),←,
23,"Mayne, Chris",26y 294d,147 (89-1-57 60.88%),175 (1.19),←,
18,"McPharlin, Luke",33y 265d,255 (139-1-115 54.71%),115 (0.45),243 (131-1-111 54.12%),112 (0.46)
16,"Mundy, David",30y 34d,230 (130-1-99 56.74%),92 (0.40),←,
13,"Mzungu, Tendai",29y 176d,93 (57-1-35 61.83%),53 (0.57),←,
27,"Neale, Lachie",22y 91d,66 (43-0-23 65.15%),32 (0.48),←,
25,"Pearce, Alex",20y 75d,12 (9-0-3 75.00%),3 (0.25),←,
6,"Pearce, Danyle",29y 138d,223 (109-2-112 49.33%),116 (0.52),69 (50-1-18 73.19%),40 (0.58)
31,"Sandilands, Aaron",32y 260d,236 (133-0-103 56.36%),91 (0.39),←,
11,"Sheridan, Tom",21y 299d,34 (25-0-9 73.53%),13 (0.38),←,
34,"Spurr, Lee",28y 27d,79 (60-1-18 76.58%),5 (0.06),←,
8,"Suban, Nick",25y 106d,125 (73-1-51 58.80%),51 (0.41),←,
33,"Sutcliffe, Cam",23y 92d,65 (48-1-16 74.62%),14 (0.22),←,
10,"Walters, Michael",24y 228d,70 (48-1-21 69.29%),135 (1.93),←,
Totals,Totals,26y 284d,2732 (1614-19-1099 59.08%),1344 (0.49),,
C,"Lyon, Ross",48y 288d,214 (141-5-68 67.06%),,93 (65-1-27 70.43%),
