Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bishop, Matthew",11,6,3,14,,,,1.0,4.0,2.0,,,,,,4.0,9.0,1.0,,,1.0,,
23,"Bode, Matthew",5,2,4,9,2,,,1.0,,2.0,,2.0,1.0,1.0,,3.0,6.0,,1.0,,,,
7,"Burgoyne, Peter",13,2,5,18,,,,2.0,,5.0,5.0,3.0,2.0,1.0,,7.0,12.0,,,2.0,,,
35,"Cornes, Chad",5,1,2,7,1,1.0,,,,2.0,,1.0,,,,6.0,1.0,1.0,1.0,1.0,,,
28,"Daniels, Stephen",1,,,1,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,
8,"Francis, Fabian",13,4,2,15,1,,,1.0,,6.0,,1.0,,1.0,,6.0,9.0,1.0,,,,,
10,"Francou, Josh",13,3,9,22,1,,,2.0,1.0,3.0,8.0,1.0,2.0,2.0,,8.0,13.0,,,1.0,,,
31,"French, Barnaby",2,2,7,9,,1.0,8.0,1.0,,,2.0,,2.0,1.0,,6.0,3.0,1.0,,,,,
18,"Harwood, Mark",5,8,6,11,,,,1.0,,4.0,,1.0,,2.0,,4.0,8.0,2.0,,,,,
29,"Kingsley, Adam",13,7,3,16,,,,2.0,4.0,5.0,1.0,2.0,2.0,,,7.0,10.0,,1.0,,,,
9,"Lyle, Brayden",9,2,6,15,1,1.0,,,2.0,2.0,2.0,1.0,2.0,1.0,,4.0,10.0,,,1.0,,,
33,"Mead, Darren",3,3,2,5,,,,1.0,1.0,1.0,,,,1.0,,3.0,2.0,1.0,,2.0,,,
3,"Montgomery, Brett",11,6,8,19,,2.0,1.0,,,1.0,5.0,3.0,3.0,2.0,,9.0,11.0,1.0,2.0,1.0,,,
13,"Morton, Danny",4,,,4,,,,,,1.0,,1.0,,3.0,,1.0,4.0,,,,,,
26,"Murray, Derek",4,2,5,9,,,,1.0,,3.0,1.0,2.0,2.0,1.0,,7.0,2.0,1.0,,1.0,,,
14,"Paxman, Stephen",9,3,2,11,,,,1.0,5.0,1.0,,2.0,2.0,,,2.0,7.0,,,2.0,,,
27,"Poulton, Jared",8,3,3,11,,,,2.0,1.0,,1.0,1.0,1.0,,,5.0,6.0,,,1.0,,,
2,"Primus, Matthew",11,5,9,20,,2.0,18.0,2.0,2.0,2.0,6.0,4.0,3.0,3.0,,10.0,12.0,1.0,3.0,,,,
6,"Schofield, Jarrad",17,5,5,22,1,1.0,,1.0,,8.0,4.0,3.0,1.0,2.0,,6.0,14.0,,,3.0,2.0,,
16,"Tredrea, Warren",12,5,1,13,3,3.0,,2.0,,4.0,,2.0,2.0,2.0,,6.0,5.0,3.0,4.0,4.0,,,
1,"Wanganeen, Gavin",10,1,7,17,,,,1.0,6.0,1.0,2.0,2.0,1.0,,,10.0,5.0,,,,1.0,,
15,"Wilson, Michael",11,3,4,15,,,,2.0,,3.0,3.0,1.0,2.0,1.0,,8.0,6.0,1.0,,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,73,93,283,10,14.0,27.0,24.0,27.0,56.0,40.0,34.0,28.0,24.0,,123.0,155.0,14.0,12.0,22.0,4.0,,
Opposition,Opposition,229,96,95,324,16,17.0,18.0,33.0,37.0,56.0,25.0,34.0,24.0,28.0,6.0,132.0,184.0,13.0,17.0,38.0,8.0,,
