Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
1,"Anderson, Greg",28y 85d,139 (84-1-54 60.79%),77 (0.55),36 (17-1-18 48.61%),17 (0.47)
26,"Bickley, Mark",25y 3d,74 (36-0-38 48.65%),21 (0.28),←,
34,"Hart, Ben",20y 29d,61 (29-1-31 48.36%),8 (0.13),←,
29,"Ingerson, Anthony",24y 298d,25 (9-0-16 36.00%),25 (1.00),←,
35,"Jameson, Rod",24y 38d,70 (37-1-32 53.57%),78 (1.11),←,
31,"Kluzek, Matthew",21y 126d,6 (1-0-5 16.67%),7 (1.17),←,
13,"Lee, Scott",31y 63d,76 (38-1-37 50.66%),17 (0.22),←,
27,"Liptak, Matthew",24y 99d,71 (37-1-33 52.82%),92 (1.30),←,
18,"Maynard, Rodney",27y 320d,73 (33-1-39 45.89%),21 (0.29),←,
10,"McDermott, Chris",30y 276d,85 (41-1-43 48.82%),24 (0.28),←,
11,"McGuinness, Tony",30y 93d,190 (89-3-98 47.63%),175 (0.92),81 (39-1-41 48.77%),67 (0.83)
28,"McKinnon, Martin",19y 33d,5 (1-0-4 20.00%),1 (0.20),←,
6,"Modra, Tony",25y 159d,48 (23-1-24 48.96%),211 (4.40),←,
16,"Pesch, Nick",20y 43d,4 (1-0-3 25.00%),,←,
15,"Pittman, David",25y 165d,35 (15-1-19 44.29%),2 (0.06),←,
20,"Powell, Matthew",20y 314d,7 (3-0-4 42.86%),2 (0.29),←,
52,"Rehn, Shaun",22y 355d,61 (29-1-31 48.36%),19 (0.31),←,
32,"Ricciuto, Mark",19y 60d,37 (16-1-20 44.59%),25 (0.68),←,
7,"Smart, Nigel",25y 78d,73 (35-1-37 48.63%),38 (0.52),←,
33,"Weidemann, Wayne",27y 290d,53 (24-1-28 46.23%),20 (0.38),←,
44,"Wellman, Sean",19y 321d,14 (4-1-9 32.14%),1 (0.07),←,
Totals,Totals,24y 172d,1207 (585-17-605 48.47%),864 (0.72),,
C,"Cornes, Graham",46y 129d,86 (41-1-44 48.26%),,←,
