Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",29y 13d,201 (126-0-75 62.69%),115 (0.57),←,
38,"Baird, John",21y 299d,2 (2-0-0 100.00%),,←,
22,"Burton, Matthew",31y 322d,116 (46-0-70 39.66%),49 (0.42),46 (24-0-22 52.17%),17 (0.37)
23,"Clayton, Shane",23y 164d,89 (47-0-42 52.81%),34 (0.38),71 (45-0-26 63.38%),33 (0.46)
45,"Cochrane, Stuart",23y 260d,35 (17-0-18 48.57%),6 (0.17),←,
6,"Grant, Shannon",24y 352d,154 (95-1-58 62.01%),179 (1.16),96 (63-0-33 65.63%),141 (1.47)
39,"Harding, Leigh",20y 345d,4 (2-0-2 50.00%),5 (1.25),←,
29,"Harvey, Brent",23y 327d,111 (72-0-39 64.86%),121 (1.09),←,
21,"Jones, Corey",21y 39d,14 (7-0-7 50.00%),6 (0.43),←,
34,"King, David",30y 30d,178 (116-0-62 65.17%),90 (0.51),←,
35,"Makepeace, Troy",23y 31d,41 (22-0-19 53.66%),12 (0.29),←,
4,"Martyn, Mick",33y 218d,269 (161-1-107 60.04%),15 (0.06),←,
5,"McCartney, Jason",28y 23d,169 (94-0-75 55.62%),54 (0.32),94 (60-0-34 63.83%),6 (0.06)
44,"Motlop, Shannon",23y 231d,44 (27-0-17 61.36%),24 (0.55),←,
28,"Pickett, Byron",24y 238d,100 (64-0-36 64.00%),49 (0.49),←,
17,"Porter, Mark",25y 177d,57 (30-0-27 52.63%),14 (0.25),2 (2-0-0 100.00%),1 (0.50)
30,"Robbins, Ben",25y 100d,54 (27-2-25 51.85%),16 (0.30),2 (2-0-0 100.00%),2 (1.00)
26,"Rocca, Saverio",28y 137d,179 (80-2-97 45.25%),565 (3.16),23 (10-0-13 43.48%),51 (2.22)
7,"Simpson, Adam",26y 49d,138 (92-0-46 66.67%),43 (0.31),←,
9,"Sinclair, Jess",23y 223d,70 (21-0-49 30.00%),35 (0.50),20 (8-0-12 40.00%),9 (0.45)
10,"Stevens, Anthony",30y 278d,235 (146-0-89 62.13%),102 (0.43),←,
36,"Watt, Shannon",21y 131d,22 (13-0-9 59.09%),3 (0.14),←,
Totals,Totals,25y 248d,2282 (1307-6-969 57.27%),1537 (0.67),,
C,"Pagan, Denis",54y 194d,219 (140-0-79 63.93%),,←,
