Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",27y 305d,196 (85-0-111 43.37%),148 (0.76),←,
16,"Bowden, Patrick",24y 261d,54 (9-1-44 17.59%),62 (1.15),4 (1-0-3 25.00%),7 (1.75)
24,"Coughlan, Mark",24y 2d,75 (26-0-49 34.67%),34 (0.45),←,
3,"Deledio, Brett",19y 4d,26 (11-0-15 42.31%),16 (0.62),←,
41,"Foley, Nathan",20y 226d,9 (2-0-7 22.22%),1 (0.11),←,
20,"Hall, Ray",25y 177d,88 (34-0-54 38.64%),28 (0.32),←,
33,"Hartigan, Brent",21y 15d,30 (9-0-21 30.00%),2 (0.07),←,
31,"Hyde, Chris",23y 256d,51 (11-0-40 21.57%),9 (0.18),←,
23,"Jackson, Daniel",19y 362d,19 (5-0-14 26.32%),4 (0.21),←,
17,"Johnson, Kane",28y 38d,165 (74-0-91 44.85%),64 (0.39),61 (19-0-42 31.15%),20 (0.33)
39,"Kellaway, Andrew",30y 150d,161 (71-0-90 44.10%),26 (0.16),←,
1,"Newman, Chris",23y 339d,80 (25-0-55 31.25%),9 (0.11),←,
26,"Pattison, Adam",20y 48d,4 (2-0-2 50.00%),,←,
15,"Pettifer, Kayne",24y 90d,63 (25-0-38 39.68%),60 (0.95),←,
4,"Raines, Andrew",20y 45d,11 (4-0-7 36.36%),,←,
12,"Richardson, Matthew",31y 34d,220 (95-0-125 43.18%),654 (2.97),←,
18,"Rodan, David",22y 196d,62 (18-0-44 29.03%),43 (0.69),←,
5,"Simmonds, Troy",27y 283d,130 (63-0-67 48.46%),90 (0.69),26 (11-0-15 42.31%),24 (0.92)
10,"Stafford, Greg",31y 238d,192 (85-1-106 44.53%),129 (0.67),62 (23-0-39 37.10%),71 (1.15)
30,"Tambling, Richard",19y 222d,15 (8-0-7 53.33%),11 (0.73),←,
32,"Tivendale, Greg",27y 3d,148 (59-0-89 39.86%),99 (0.67),←,
21,"Tuck, Shane",24y 119d,29 (11-0-18 37.93%),14 (0.48),←,
Totals,Totals,24y 155d,1828 (732-2-1094 40.04%),1503 (0.82),,
C,"Wallace, Terry",47y 130d,174 (90-2-82 52.30%),,26 (11-0-15 42.31%),
