Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
41,"Adkins, Damien",19y 159d,14 (6-0-8 42.86%),7 (0.50),←,
49,"Betheras, Rupert",24y 206d,31 (9-0-22 29.03%),10 (0.32),←,
26,"Brown, Gavin",32y 265d,249 (113-5-131 46.39%),192 (0.77),←,
5,"Buckley, Nathan",27y 326d,156 (57-2-97 37.18%),162 (1.04),136 (53-2-81 39.71%),141 (1.04)
17,"Burns, Scott",25y 176d,98 (37-1-60 38.27%),42 (0.43),←,
40,"Davis, Leon",18y 365d,8 (3-0-5 37.50%),2 (0.25),←,
46,"Dimattina, Andrew",22y 220d,3 (1-0-2 33.33%),,←,
25,"Fraser, Josh",18y 163d,14 (6-0-8 42.86%),3 (0.21),←,
31,"Johnson, Ben",19y 72d,7 (5-0-2 71.43%),5 (0.71),←,
18,"Licuria, Paul",22y 164d,38 (10-0-28 26.32%),11 (0.29),28 (8-0-20 28.57%),9 (0.32)
24,"Lockyer, Tarkyn",20y 230d,30 (10-0-20 33.33%),6 (0.20),←,
48,"Michael, Mal",22y 358d,54 (20-0-34 37.04%),18 (0.33),←,
11,"OBree, Shane",21y 93d,34 (15-0-19 44.12%),13 (0.38),15 (6-0-9 40.00%),10 (0.67)
2,"Orchard, Mark",24y 75d,83 (37-1-45 45.18%),15 (0.18),42 (13-1-28 32.14%),10 (0.24)
35,"Prestigiacomo, Simon",22y 137d,62 (20-0-42 32.26%),2 (0.03),←,
3,"Richardson, Mark",27y 229d,114 (46-1-67 40.79%),75 (0.66),←,
23,"Rocca, Anthony",22y 306d,91 (36-0-55 39.56%),121 (1.33),69 (25-0-44 36.23%),110 (1.59)
36,"Rocca, Saverio",26y 209d,154 (70-2-82 46.10%),512 (3.32),←,
44,"Scotland, Heath",19y 331d,16 (3-0-13 18.75%),2 (0.13),←,
20,"Tarrant, Chris",19y 272d,38 (12-0-26 31.58%),38 (1.00),←,
27,"Ukovic, Andrew",21y 206d,31 (16-0-15 51.61%),15 (0.48),12 (5-0-7 41.67%),7 (0.58)
10,"Williams, Paul",27y 74d,183 (80-2-101 44.26%),218 (1.19),←,
Totals,Totals,23y 45d,1508 (612-14-882 40.58%),1469 (0.97),,
C,"Malthouse, Mick",46y 304d,393 (229-4-160 58.78%),,15 (6-0-9 40.00%),
