Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",3,,1,4,1,,,,,,,,,,,,,,,,,,
10,"Ashcroft, Marcus",25,9,9,34,1,,1.0,6.0,,,,,,,,,,,,,,,
1,"Champion, Richard",14,4,1,15,,,,2.0,,,,,2.0,1.0,,,,,,,,,
16,"Clarke, Matthew",4,3,3,7,,1.0,11.0,2.0,,,,,,1.0,,,,,,,,,
14,"Dickfos, Danny",6,7,11,17,,,,,,,,,1.0,,,,,,,,,,
6,"Fletcher, Adrian",13,3,10,23,,,,,,,,,,3.0,,,,,,,,,
8,"Gowers, Andrew",12,4,5,17,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
32,"Hart, Shaun",17,4,6,23,2,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",11,5,1,12,,,,,,,,,,,,,,,,,,,
18,"Lambert, Craig",12,2,13,25,,,,3.0,,,,,,1.0,,,,,,,,,
44,"Lappin, Nigel",21,9,4,25,1,,,,,,,,,,,,,,,,,,
23,"Leppitsch, Justin",7,4,6,13,2,,,,,,,,1.0,,,,,,,,,,
11,"Lynch, Alastair",11,6,,11,7,1.0,1.0,3.0,,,,,3.0,2.0,,,,,,,,,
42,"Lynch, Tristan",9,1,3,12,,,,1.0,,,,,,2.0,,,,,,,,,
19,"McLean, Michael",1,,4,5,,,,1.0,,,,,,,,,,,,,,,
4,"McRae, Craig",19,6,3,22,5,2.0,,,,,,,,1.0,,,,,,,,,
24,"Merrett, Roger",10,4,2,12,2,3.0,1.0,,,,,,4.0,1.0,,,,,,,,,
22,"Scott, Chris",11,5,5,16,,,1.0,3.0,,,,,2.0,,,,,,,,,,
38,"Scott, Dion",9,5,4,13,1,,5.0,2.0,,,,,,,,,,,,,,,
3,"Voss, Michael",8,,5,13,1,,,,,,,,,,,,,,,,,,
33,"White, Darryl",11,5,3,14,3,1.0,,1.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,234,86,99,333,26,14.0,20.0,29.0,,,,,15.0,16.0,,,,,,,,,
Opposition,Opposition,188,78,110,298,10,13.0,18.0,22.0,,,,,16.0,15.0,,,,,,,,,
