St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Anderson, Dean",15,1,6,21,,,,3.0,,,,,1.0,,,,,,,,,,
14,"Bardsley, Kristian",10,1,5,15,2,1.0,,1.0,,,,,,2.0,,,,,,,,,
3,"Burke, Nathan",19,9,8,27,,,,2.0,,,,,,,1.0,,,,,,,,
42,"Carr, Alister",5,4,3,8,1,,,4.0,,,,,,2.0,,,,,,,,,
10,"Everitt, Peter",2,3,6,8,,,2.0,1.0,,,,,,1.0,,,,,,,,,
2,"Frawley, Danny",11,4,3,14,,,,2.0,,,,,3.0,,,,,,,,,,
24,"Frost, Michael",5,2,3,8,,,,3.0,,,,,1.0,1.0,,,,,,,,,
6,"Grant, David",4,1,2,6,,1.0,,,,,,,1.0,1.0,,,,,,,,,
16,"Harvey, Anthony",11,2,12,23,1,,,5.0,,,,,2.0,1.0,,,,,,,,,
38,"Jones, Sam",14,8,1,15,2,4.0,1.0,1.0,,,,,4.0,,,,,,,,,,
17,"Keogh, Rod",7,1,5,12,,,,1.0,,,,,2.0,2.0,,,,,,,,,
37,"Lappin, Matthew",10,1,2,12,,,,,,,,,1.0,1.0,,,,,,,,,
28,"OBrien, Craig",11,2,3,14,7,4.0,,6.0,,,,,5.0,1.0,3.0,,,,,,,,
29,"Peckett, Justin",10,1,5,15,,,,2.0,,,,,3.0,,,,,,,,,,
31,"Shanahan, Jamie",12,2,2,14,,,,2.0,,,,,2.0,1.0,,,,,,,,,
5,"Shaw, Damen",14,3,6,20,,,,2.0,,,,,,,,,,,,,,,
15,"Strooper, David",5,3,6,11,1,3.0,,2.0,,,,,,,,,,,,,,,
26,"Taylor, Kain",2,1,,2,,,,1.0,,,,,,,,,,,,,,,
9,"Vidovic, Lazar",8,6,10,18,,,16.0,2.0,,,,,1.0,1.0,,,,,,,,,
33,"Wakelin, Shane",11,5,3,14,2,,,5.0,,,,,2.0,1.0,,,,,,,,,
7,"Winmar, Nicky",15,4,5,20,,,,6.0,,,,,4.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,64,96,297,16,14.0,19.0,51.0,,,,,32.0,17.0,4.0,,,,,,,,
Opposition,Opposition,179,61,112,291,17,11.0,16.0,38.0,,,,,17.0,32.0,2.0,,,,,,,,
