Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",31y 58d,272 (148-2-122 54.78%),365 (1.34),80 (24-0-56 30.00%),103 (1.29)
12,"Day, Sam",22y 308d,70 (21-0-49 30.00%),47 (0.67),←,
23,"Dixon, Charlie",24y 291d,59 (18-0-41 30.51%),81 (1.37),←,
33,"Hall, Aaron",24y 244d,53 (20-0-33 37.74%),51 (0.96),←,
14,"Hallahan, Mitch",22y 322d,17 (4-0-13 23.53%),4 (0.24),11 (1-0-10 9.09%),2 (0.18)
5,"Harbrow, Jarrod",26y 358d,159 (65-1-93 41.19%),47 (0.30),89 (25-0-64 28.09%),26 (0.29)
28,"Kolodjashnij, Kade",19y 336d,32 (9-0-23 28.13%),8 (0.25),←,
40,"Lemmens, Sean",20y 251d,30 (10-0-20 33.33%),6 (0.20),←,
37,"Lonergan, Jesse",20y 239d,23 (6-0-17 26.09%),2 (0.09),←,
19,"Lynch, Tom",22y 253d,72 (20-0-52 27.78%),101 (1.40),←,
7,"Malceski, Nick",30y 330d,184 (117-2-65 64.13%),68 (0.37),8 (1-0-7 12.50%),1 (0.13)
32,"Matera, Brandon",23y 122d,66 (19-0-47 28.79%),70 (1.06),←,
17,"May, Steven",23y 182d,63 (20-0-43 31.75%),15 (0.24),←,
18,"McKenzie, Trent",23y 99d,88 (25-0-63 28.41%),20 (0.23),←,
44,"Miller, Touk",19y 139d,14 (2-0-12 14.29%),4 (0.29),←,
22,"Nicholls, Tom",23y 129d,26 (8-0-18 30.77%),5 (0.19),←,
35,"Rischitelli, Michael",29y 184d,192 (69-3-120 36.72%),85 (0.44),81 (20-0-61 24.69%),38 (0.47)
6,"Sexton, Alex",21y 220d,35 (9-0-26 25.71%),16 (0.46),←,
26,"Shaw, Matt",23y 156d,79 (21-0-58 26.58%),28 (0.35),←,
24,"Swallow, David",22y 234d,79 (22-0-57 27.85%),39 (0.49),←,
48,"Tape, Seb",22y 339d,37 (5-0-32 13.51%),1 (0.03),←,
16,"Thompson, Rory",24y 121d,59 (17-0-42 28.81%),7 (0.12),←,
Totals,Totals,23y 323d,1709 (655-8-1046 38.33%),1070 (0.63),,
C,"Eade, Rodney",57y 98d,328 (171-4-153 52.74%),,14 (2-0-12 14.29%),
