Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
25,"Brown, Nathan",10,4,5,15,1,,,2.0,4.0,,2.0,1.0,1.0,,,5.0,10.0,,1.0,,2.0,,
32,"Bruce, Cameron",7,5,4,11,4,1.0,,3.0,,3.0,1.0,1.0,,1.0,,6.0,6.0,2.0,4.0,1.0,,,
21,"Febey, Steven",11,5,3,14,,,,,,1.0,,2.0,,1.0,,5.0,10.0,1.0,1.0,,,,
30,"Godfrey, Simon",8,1,11,19,,,1.0,3.0,1.0,2.0,4.0,1.0,2.0,,,10.0,8.0,,,1.0,,,
18,"Green, Brad",2,,1,3,,,,,,1.0,,,,,,1.0,2.0,,,,,,
4,"Grgic, Brent",10,7,8,18,,,,1.0,5.0,3.0,1.0,2.0,,,,7.0,11.0,1.0,1.0,,1.0,,
27,"Ingerson, Anthony",2,2,1,3,,,,1.0,,,,1.0,,,,,3.0,,,,,,
16,"Johnstone, Travis",6,1,,6,,,,1.0,,4.0,1.0,1.0,1.0,1.0,,2.0,4.0,,,,,,
36,"Leoncelli, Andrew",7,2,3,10,,,,1.0,3.0,,,1.0,,,,3.0,7.0,1.0,,,,,
35,"McDonald, Anthony",8,3,9,17,,,,1.0,3.0,2.0,1.0,,,,,5.0,12.0,1.0,,1.0,,,
23,"McDonald, James",11,3,5,16,,,,6.0,1.0,6.0,3.0,,1.0,,,8.0,8.0,,,,1.0,,
9,"Neitz, David",12,10,2,14,1,3.0,,,1.0,5.0,,,,4.0,,6.0,9.0,3.0,4.0,,,,
8,"Nicholson, Alistair",3,3,7,10,1,,1.0,,1.0,1.0,,1.0,1.0,1.0,,3.0,7.0,1.0,1.0,1.0,,,
43,"Rigoni, Guy",8,6,8,16,,,,,1.0,1.0,4.0,1.0,,2.0,,5.0,11.0,,,1.0,,,
24,"Robertson, Russell",6,1,1,7,1,,,1.0,,4.0,1.0,,2.0,,,4.0,2.0,1.0,,,1.0,,
5,"Schwarz, David",9,4,8,17,,1.0,5.0,3.0,,4.0,1.0,1.0,1.0,1.0,,5.0,12.0,,,1.0,2.0,,
10,"Ward, Daniel",15,5,3,18,1,2.0,,,1.0,3.0,2.0,2.0,,,,5.0,11.0,1.0,1.0,,,,
31,"Wheatley, Paul",13,5,10,23,,,,1.0,2.0,4.0,2.0,,2.0,,,12.0,10.0,2.0,,1.0,,,
45,"Whelan, Matthew",12,5,10,22,,1.0,,1.0,2.0,1.0,1.0,,2.0,,,8.0,14.0,,,1.0,,,
34,"White, Jeff",6,3,8,14,,,15.0,1.0,2.0,1.0,,1.0,,1.0,,8.0,6.0,2.0,,2.0,,,
22,"Woewodin, Shane",12,5,4,16,,,,,2.0,2.0,3.0,1.0,3.0,1.0,,5.0,11.0,1.0,,1.0,,,
13,"Yze, Adem",18,6,5,23,,3.0,,,5.0,2.0,2.0,2.0,,1.0,,10.0,13.0,1.0,1.0,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,86,116,312,9,14.0,22.0,26.0,34.0,50.0,29.0,19.0,16.0,14.0,,123.0,187.0,18.0,14.0,12.0,7.0,,
Opposition,Opposition,206,90,100,306,13,10.0,27.0,31.0,35.0,52.0,31.0,23.0,14.0,16.0,6.0,122.0,179.0,16.0,11.0,25.0,4.0,,
