St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Beveridge, Luke",14,3,8,22,1,,,2.0,2.0,3.0,3.0,4.0,1.0,3.0,,9.0,14.0,,1.0,1.0,2.0,,
2,"Brown, Tony",10,9,6,16,1,1.0,,,1.0,3.0,1.0,1.0,1.0,1.0,,6.0,12.0,,4.0,1.0,,,
3,"Burke, Nathan",13,5,6,19,,,,2.0,2.0,3.0,3.0,1.0,1.0,,,5.0,14.0,,,5.0,2.0,,
41,"Campbell, Brad",6,5,6,12,,,,1.0,2.0,2.0,2.0,,2.0,,,5.0,8.0,,1.0,1.0,,,
31,"Elliott, Tim",3,4,5,8,,,3.0,,2.0,,2.0,,,2.0,,4.0,4.0,,,2.0,,,
10,"Everitt, Peter",14,8,3,17,,2.0,20.0,5.0,3.0,3.0,4.0,4.0,1.0,2.0,,9.0,6.0,2.0,2.0,,1.0,,
14,"Francis, Tony",9,,3,12,,2.0,,,1.0,2.0,3.0,,,1.0,,6.0,6.0,,,1.0,,,
25,"Hall, Barry",8,9,5,13,2,2.0,,,,2.0,,1.0,,2.0,,8.0,5.0,5.0,6.0,,1.0,,
35,"Harvey, Robert",31,8,14,45,3,3.0,,3.0,8.0,5.0,9.0,,,,3.0,10.0,32.0,,,,1.0,,
7,"Hayes, Lenny",1,,2,3,,,,,1.0,,,,,,,2.0,1.0,,,,,,
24,"Heatley, Jason",4,3,2,6,2,,,1.0,,2.0,,,,1.0,,4.0,2.0,2.0,2.0,2.0,,,
8,"Hudghton, Max",6,4,6,12,,,,3.0,2.0,2.0,,2.0,1.0,2.0,,6.0,7.0,,,2.0,1.0,,
5,"Jones, Austinn",4,1,3,7,1,,,,2.0,1.0,,,,3.0,,2.0,4.0,,,2.0,,,
23,"Loewe, Stewart",6,5,6,12,,,2.0,1.0,1.0,3.0,,3.0,,1.0,,4.0,9.0,,,,,,
26,"McLaren, Joe",6,1,3,9,,,,2.0,1.0,2.0,2.0,4.0,2.0,1.0,,4.0,6.0,,,2.0,,,
1,"Peckett, Justin",5,1,,5,,,,1.0,,1.0,,1.0,,1.0,,3.0,3.0,,,,,,
19,"Sziller, Steven",7,,9,16,1,,,4.0,,5.0,2.0,2.0,1.0,,,6.0,11.0,,,2.0,,,
4,"Thompson, Andrew",4,,15,19,,,,3.0,,2.0,9.0,,,2.0,,12.0,9.0,,,,,,
21,"Thompson, Ben",7,4,3,10,1,,,1.0,,2.0,2.0,1.0,,1.0,,3.0,8.0,,1.0,,,,
15,"Wakelin, Darryl",5,6,5,10,,,4.0,1.0,,2.0,1.0,1.0,2.0,,,6.0,4.0,3.0,,1.0,,,
12,"Wakelin, Shane",10,1,4,14,1,,,3.0,2.0,1.0,1.0,,1.0,2.0,,7.0,4.0,,,2.0,,,
20,"Young, Matthew",17,5,7,24,,,,2.0,6.0,3.0,4.0,3.0,1.0,1.0,,9.0,16.0,1.0,,2.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,82,121,311,13,13.0,29.0,35.0,36.0,49.0,48.0,28.0,14.0,26.0,3.0,130.0,185.0,13.0,17.0,26.0,9.0,,
Opposition,Opposition,200,77,100,300,18,7.0,38.0,38.0,30.0,56.0,41.0,30.0,26.0,14.0,3.0,137.0,168.0,14.0,20.0,21.0,9.0,,
