Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",27y 61d,191 (84-0-107 43.98%),147 (0.77),←,
9,"Campbell, Wayne",32y 332d,296 (131-1-164 44.43%),171 (0.58),←,
24,"Coughlan, Mark",23y 123d,70 (25-0-45 35.71%),34 (0.49),←,
3,"Deledio, Brett",18y 125d,21 (10-0-11 47.62%),14 (0.67),←,
41,"Foley, Nathan",19y 347d,5 (1-0-4 20.00%),1 (0.20),←,
2,"Gaspar, Darren",29y 93d,214 (95-0-119 44.39%),23 (0.11),193 (88-0-105 45.60%),22 (0.11)
34,"Graham, Mark",32y 161d,243 (113-2-128 46.91%),63 (0.26),20 (10-0-10 50.00%),2 (0.10)
20,"Hall, Ray",24y 298d,85 (33-0-52 38.82%),28 (0.33),←,
33,"Hartigan, Brent",20y 136d,26 (8-0-18 30.77%),2 (0.08),←,
1,"Hilton, Rory",26y 128d,90 (40-0-50 44.44%),56 (0.62),81 (37-0-44 45.68%),53 (0.65)
31,"Hyde, Chris",23y 12d,46 (10-0-36 21.74%),8 (0.17),←,
23,"Jackson, Daniel",19y 118d,16 (4-0-12 25.00%),,←,
17,"Johnson, Kane",27y 159d,160 (73-0-87 45.63%),62 (0.39),56 (18-0-38 32.14%),18 (0.32)
40,"Moore, Kelvin",21y 149d,14 (1-0-13 7.14%),7 (0.50),←,
35,"Newman, Chris",23y 95d,75 (24-0-51 32.00%),9 (0.12),←,
15,"Pettifer, Kayne",23y 211d,58 (24-0-34 41.38%),54 (0.93),←,
12,"Richardson, Matthew",30y 155d,215 (94-0-121 43.72%),643 (2.99),←,
25,"Schulz, Jay",20y 125d,24 (8-0-16 33.33%),15 (0.63),←,
5,"Simmonds, Troy",27y 39d,125 (62-0-63 49.60%),84 (0.67),21 (10-0-11 47.62%),18 (0.86)
10,"Stafford, Greg",30y 359d,190 (84-1-105 44.47%),126 (0.66),60 (22-0-38 36.67%),68 (1.13)
30,"Tambling, Richard",18y 343d,11 (7-0-4 63.64%),8 (0.73),←,
21,"Tuck, Shane",23y 240d,24 (10-0-14 41.67%),11 (0.46),←,
Totals,Totals,24y 273d,2199 (941-4-1254 42.79%),1566 (0.71),,
C,"Wallace, Terry",46y 251d,169 (89-2-78 53.25%),,21 (10-0-11 47.62%),
