Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",16,4,6,22,,,,2.0,,,,,2.0,2.0,1.0,,,,,,,,
35,"Athorn, Mark",11,2,3,14,,,,1.0,,,,,3.0,1.0,,,,,,,,,
18,"Blakey, John",10,3,6,16,1,,2.0,1.0,,,,,2.0,,,,,,,,,,
41,"Bourke, Peter",3,1,5,8,,,,1.0,,,,,,,,,,,,,,,
5,"Brockhurst, Andrew",6,3,7,13,,,,1.0,,,,,,1.0,,,,,,,,,
40,"Clayton, Scott",12,,4,16,1,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
2,"Dilena, Carl",10,2,4,14,3,1.0,,2.0,,,,,1.0,,,,,,,,,,
12,"Kickett, Dale",14,7,5,19,2,3.0,,,,,,,2.0,4.0,,,,,,,,,
27,"Lupson, Dean",9,3,5,14,,,1.0,5.0,,,,,1.0,3.0,,,,,,,,,
11,"Lynch, Alastair",11,7,3,14,,5.0,2.0,1.0,,,,,1.0,3.0,,,,,,,,,
29,"Lyon, Ross",17,7,11,28,,1.0,,2.0,,,,,3.0,,3.0,,,,,,,,
16,"Matera, Wally",8,2,4,12,,,,1.0,,,,,,,,,,,,,,,
9,"Rendell, Matthew",17,7,5,22,,,13.0,1.0,,,,,4.0,1.0,2.0,,,,,,,,
1,"Roos, Paul",11,8,,11,4,4.0,,,,,,,1.0,2.0,,,,,,,,,
20,"Rowe, Duane",1,,,1,,,,,,,,,,,,,,,,,,,
33,"Stephens, Brett",15,3,6,21,1,,1.0,,,,,,2.0,,,,,,,,,,
31,"Strooper, David",9,1,5,14,,,,1.0,,,,,1.0,,,,,,,,,,
39,"Trewella, Mark",11,1,4,15,,3.0,,2.0,,,,,7.0,3.0,,,,,,,,,
30,"Waterson, Chris",18,5,8,26,1,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
34,"Woods, Tony",10,3,7,17,,,,1.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,69,98,317,13,20.0,20.0,24.0,,,,,34.0,24.0,6.0,,,,,,,,
Opposition,Opposition,193,69,98,291,8,11.0,18.0,21.0,,,,,24.0,34.0,,,,,,,,,
