Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",18,7,6,24,,,,,,,,,1.0,1.0,,,,,,,,,
10,"Ashcroft, Marcus",15,6,5,20,,1.0,,2.0,,,,,2.0,,,,,,,,,,
17,"Bartlett, Trent",6,3,1,7,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
25,"Bews, Andrew",15,3,6,21,,,,,,,,,,,3.0,,,,,,,,
1,"Champion, Richard",9,6,,9,,,,1.0,,,,,1.0,,,,,,,,,,
16,"Clarke, Matthew",6,2,1,7,,,16.0,1.0,,,,,1.0,1.0,,,,,,,,,
14,"Dickfos, Danny",6,2,2,8,,,,,,,,,,1.0,,,,,,,,,
8,"Gowers, Andrew",11,2,4,15,,,1.0,2.0,,,,,,2.0,,,,,,,,,
32,"Hart, Shaun",9,1,3,12,,,,2.0,,,,,1.0,,,,,,,,,,
27,"Keating, Clark",4,3,2,6,,,2.0,,,,,,1.0,,,,,,,,,,
41,"Kennedy, Matthew",3,1,2,5,,,,1.0,,,,,,,,,,,,,,,
18,"Lambert, Craig",11,2,10,21,,,,4.0,,,,,,1.0,,,,,,,,,
44,"Lappin, Nigel",17,7,6,23,1,1.0,,2.0,,,,,,2.0,,,,,,,,,
23,"Leppitsch, Justin",13,2,2,15,1,,,,,,,,1.0,2.0,,,,,,,,,
11,"Lynch, Alastair",15,8,2,17,6,3.0,,,,,,,2.0,1.0,2.0,,,,,,,,
42,"Lynch, Tristan",10,2,2,12,1,,,2.0,,,,,,,,,,,,,,,
4,"McRae, Craig",14,4,4,18,3,2.0,,2.0,,,,,3.0,,,,,,,,,,
24,"Merrett, Roger",5,2,4,9,1,,1.0,3.0,,,,,1.0,3.0,,,,,,,,,
22,"Scott, Chris",2,,2,4,,,,1.0,,,,,,,,,,,,,,,
3,"Voss, Michael",8,3,9,17,1,,,4.0,,,,,,3.0,,,,,,,,,
33,"White, Darryl",13,6,4,17,1,3.0,,1.0,,,,,,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,72,77,287,15,14.0,20.0,29.0,,,,,15.0,21.0,5.0,,,,,,,,
Opposition,Opposition,171,69,74,245,5,11.0,17.0,32.0,,,,,21.0,15.0,1.0,,,,,,,,
