Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Bannister, Jordan",21y 148d,15 (8-1-6 56.67%),,1 (0-0-1 0.00%),
16,"Camporeale, Scott",28y 229d,191 (101-0-90 52.88%),172 (0.90),←,
9,"Clarke, David",23y 317d,90 (38-1-51 42.78%),48 (0.53),1 (0-0-1 0.00%),
26,"De Luca, Adrian",21y 317d,1 (0-0-1 0.00%),,←,
25,"Fevola, Brendan",23y 67d,64 (26-0-38 40.63%),132 (2.06),←,
14,"Fisher, Brad",19y 353d,17 (3-0-14 17.65%),18 (1.06),←,
11,"French, Barnaby",28y 123d,82 (38-1-43 46.95%),22 (0.27),20 (4-0-16 20.00%),2 (0.10)
2,"Harford, Daniel",27y 8d,154 (74-1-79 48.38%),67 (0.44),1 (0-0-1 0.00%),
33,"Houlihan, Ryan",22y 66d,77 (29-0-48 37.66%),67 (0.87),←,
27,"Hulme, Darren",26y 261d,104 (47-0-57 45.19%),51 (0.49),←,
10,"Johnson, Brett",22y 151d,39 (21-0-18 53.85%),10 (0.26),1 (0-0-1 0.00%),
17,"Kenna, Stephen",22y 169d,1 (0-0-1 0.00%),1 (1.00),←,
12,"Lappin, Matthew",28y 39d,171 (78-1-92 45.91%),174 (1.02),116 (50-0-66 43.10%),148 (1.28)
3,"Morrell, Digby",24y 169d,41 (20-1-20 50.00%),48 (1.17),1 (0-0-1 0.00%),1 (1.00)
37,"Norman, Karl",20y 302d,8 (1-0-7 12.50%),1 (0.13),←,
28,"Prendergast, Ian",23y 207d,33 (9-0-24 27.27%),8 (0.24),←,
29,"Scotland, Heath",23y 250d,54 (23-0-31 42.59%),13 (0.24),1 (0-0-1 0.00%),1 (1.00)
36,"Sporn, Trent",21y 186d,23 (5-0-18 21.74%),3 (0.13),←,
15,"Teague, David",22y 327d,34 (18-0-16 52.94%),4 (0.12),1 (0-0-1 0.00%),
32,"Thornton, Bret",20y 133d,32 (6-0-26 18.75%),1 (0.03),←,
8,"Whitnall, Lance",24y 217d,139 (68-0-71 48.92%),266 (1.91),←,
34,"Wiggins, Simon",21y 198d,40 (10-0-30 25.00%),10 (0.25),←,
Totals,Totals,23y 226d,1410 (623-6-781 44.18%),1116 (0.79),,
C,"Pagan, Denis",56y 185d,263 (154-0-109 58.56%),,23 (4-0-19 17.39%),
