North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",22y 350d,105 (59-0-46 56.19%),14 (0.13),←,
3,"Bastinac, Ryan",24y 68d,120 (67-0-53 55.83%),65 (0.54),←,
50,"Brown, Ben",22y 282d,29 (22-0-7 75.86%),45 (1.55),←,
10,"Cunnington, Ben",24y 60d,120 (66-0-54 55.00%),54 (0.45),←,
15,"Dal Santo, Nick",31y 188d,297 (170-5-122 58.08%),150 (0.51),37 (25-0-12 67.57%),10 (0.27)
11,"Firrito, Michael",31y 275d,250 (127-2-121 51.20%),29 (0.12),←,
27,"Garner, Taylor",21y 233d,9 (7-0-2 77.78%),4 (0.44),←,
43,"Gibson, Sam",29y 94d,81 (49-0-32 60.49%),30 (0.37),←,
22,"Goldstein, Todd",27y 59d,146 (79-1-66 54.45%),69 (0.47),←,
6,"Hansen, Lachlan",27y 12d,129 (66-1-62 51.55%),76 (0.59),←,
29,"Harvey, Brent",37y 107d,405 (221-3-181 54.94%),479 (1.18),←,
4,"Higgins, Shaun",27y 178d,150 (71-1-78 47.67%),164 (1.09),21 (13-0-8 61.90%),36 (1.71)
5,"Jacobs, Ben",23y 232d,66 (29-0-37 43.94%),9 (0.14),40 (24-0-16 60.00%),4 (0.10)
34,"Macmillan, Jamie",23y 340d,77 (43-0-34 55.84%),32 (0.42),←,
28,"Nahas, Robin",27y 292d,107 (44-3-60 42.52%),130 (1.21),24 (15-0-9 62.50%),30 (1.25)
20,"Petrie, Drew",32y 318d,289 (145-3-141 50.69%),397 (1.37),←,
9,"Swallow, Andrew",28y 88d,183 (93-1-89 51.09%),76 (0.42),←,
25,"Tarrant, Robbie",26y 126d,58 (31-0-27 53.45%),41 (0.71),←,
16,"Thompson, Scott",29y 112d,157 (77-2-78 49.68%),6 (0.04),←,
30,"Waite, Jarrad",32y 206d,204 (79-4-121 39.71%),287 (1.41),20 (13-0-7 65.00%),35 (1.75)
19,"Wright, Sam",25y 45d,105 (57-0-48 54.29%),56 (0.53),←,
7,"Ziebell, Jack",24y 182d,120 (61-0-59 50.83%),71 (0.59),←,
Totals,Totals,27y 125d,3207 (1663-26-1518 51.86%),2284 (0.71),,
C,"Scott, Brad",39y 118d,131 (72-0-59 54.96%),,←,
