West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
26,"Ball, Jason",24y 156d,58 (38-0-20 65.52%),86 (1.48),←,
6,"Banfield, Drew",23y 58d,83 (56-0-27 67.47%),28 (0.34),←,
35,"Cousins, Ben",18y 300d,25 (19-0-6 76.00%),43 (1.72),←,
7,"Gehrig, Fraser",21y 54d,45 (29-0-16 64.44%),33 (0.73),←,
14,"Grgic, Ilija",25y 52d,67 (36-1-30 54.48%),97 (1.45),5 (4-0-1 80.00%),5 (1.00)
36,"Hart, David",33y 54d,178 (113-1-64 63.76%),95 (0.53),←,
2,"Kemp, Dean",28y 68d,159 (109-2-48 69.18%),88 (0.55),←,
28,"Lewis, Chris",28y 40d,187 (118-2-67 63.64%),226 (1.21),←,
5,"Lovell, Andy",26y 272d,149 (79-1-69 53.36%),161 (1.08),28 (20-0-8 71.43%),15 (0.54)
30,"Matera, Peter",28y 23d,146 (102-1-43 70.21%),153 (1.05),←,
33,"Matera, Phillip",21y 150d,9 (6-0-3 66.67%),17 (1.89),←,
11,"McIntosh, Ashley",24y 188d,115 (82-0-33 71.30%),90 (0.78),←,
42,"Morrison, Chad",19y 28d,23 (17-0-6 73.91%),27 (1.17),←,
21,"Schofield, Jarrad",22y 86d,31 (23-0-8 74.19%),24 (0.77),←,
22,"Stone, Nicholas",24y 219d,2 (2-0-0 100.00%),2 (1.00),←,
4,"Sumich, Peter",29y 105d,141 (94-2-45 67.38%),494 (3.50),←,
16,"Symmons, Paul",23y 236d,44 (28-0-16 63.64%),10 (0.23),←,
50,"Turnbull, Ryan",25y 215d,77 (53-0-24 68.83%),19 (0.25),←,
12,"White, Mitchell",24y 29d,101 (66-1-34 65.84%),51 (0.50),←,
44,"Wirrpanda, David",17y 266d,8 (6-0-2 75.00%),5 (0.63),←,
24,"Worsfold, John",28y 213d,181 (117-2-62 65.19%),35 (0.19),←,
Totals,Totals,24y 238d,1829 (1193-13-623 65.23%),1784 (0.98),,
C,"Malthouse, Mick",43y 252d,312 (189-4-119 61.22%),,177 (122-2-53 69.49%),
