Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",31y 122d,193 (113-2-78 59.07%),80 (0.41),←,
21,"Bradley, Craig",29y 302d,176 (104-2-70 59.66%),130 (0.74),←,
20,"Brown, Fraser",23y 3d,62 (31-1-30 50.81%),34 (0.55),←,
39,"Christou, Ang",21y 217d,20 (13-1-6 67.50%),6 (0.30),←,
34,"De Iulio, Ron",21y 128d,28 (18-0-10 64.29%),45 (1.61),←,
12,"Gleeson, Adrian",26y 113d,140 (85-2-53 61.43%),138 (0.99),←,
13,"Hanna, Mil",27y 138d,124 (65-2-57 53.23%),49 (0.40),←,
17,"Heaver, Brent",22y 67d,33 (22-1-10 68.18%),58 (1.76),21 (13-1-7 64.29%),46 (2.19)
33,"Hogg, Matthew",24y 243d,91 (44-3-44 50.00%),14 (0.15),32 (20-1-11 64.06%),10 (0.31)
4,"Kernahan, Stephen",29y 354d,172 (102-2-68 59.88%),495 (2.88),←,
43,"Koutoufides, Anthony",20y 215d,14 (6-1-7 46.43%),3 (0.21),←,
44,"Madden, Justin",32y 82d,258 (157-2-99 61.24%),160 (0.62),213 (127-2-84 60.09%),140 (0.66)
30,"McCormack, Paul",23y 162d,11 (8-0-3 72.73%),1 (0.09),←,
5,"McKay, Andrew",23y 38d,19 (12-1-6 65.79%),6 (0.32),←,
7,"Ratten, Brett",22y 41d,57 (31-0-26 54.39%),8 (0.14),←,
14,"Sexton, Michael",22y 169d,54 (29-1-24 54.63%),5 (0.09),←,
9,"Sholl, Brett",21y 348d,27 (17-1-9 64.81%),7 (0.26),←,
1,"Silvagni, Stephen",26y 82d,136 (85-1-50 62.87%),110 (0.81),←,
11,"Spalding, Earl",28y 163d,148 (95-1-52 64.53%),105 (0.71),39 (25-1-13 65.38%),42 (1.08)
2,"Williams, Greg",29y 325d,176 (98-1-77 55.97%),149 (0.85),35 (22-1-12 64.29%),21 (0.60)
Totals,Totals,25y 147d,1939 (1135-25-779 58.54%),1603 (0.83),,
C,"Parkin, David",50y 343d,346 (200-2-144 58.09%),,183 (113-2-68 62.30%),
