West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
37,"Barrass, Tom",7,3,2,9,,,,,3.0,,,,1.0,,,3.0,6.0,1.0,,9.0,,,75.0
15,"Cripps, Jamie",7,2,3,10,,2.0,,2.0,1.0,4.0,1.0,2.0,1.0,,,3.0,7.0,,,,6.0,,77.0
27,"Darling, Jack",6,3,3,9,2,1.0,,3.0,,1.0,,,1.0,,,8.0,1.0,3.0,2.0,3.0,,1.0,88.0
14,"Duggan, Liam",5,2,4,9,1,,,3.0,,2.0,1.0,1.0,1.0,,,5.0,4.0,,1.0,1.0,,1.0,71.0
18,"Ellis, Xavier",7,3,5,12,,,,2.0,4.0,1.0,,2.0,1.0,1.0,,5.0,7.0,,,,,,72.0
3,"Gaff, Andrew",13,2,9,22,1,,,,1.0,,2.0,4.0,,1.0,,7.0,16.0,,1.0,,,,84.0
33,"Hill, Josh",13,4,6,19,1,,,3.0,4.0,2.0,2.0,2.0,1.0,,,7.0,14.0,,1.0,2.0,1.0,,85.0
25,"Hurn, Shannon",12,5,4,16,,,,1.0,6.0,1.0,,1.0,,1.0,,5.0,9.0,3.0,,2.0,,,85.0
34,"Hutchings, Mark",9,1,10,19,1,,,6.0,3.0,,5.0,1.0,,1.0,,10.0,9.0,,,1.0,,1.0,78.0
17,"Kennedy, Josh",11,5,2,13,3,1.0,,5.0,,4.0,,4.0,3.0,2.0,,8.0,4.0,2.0,3.0,2.0,,1.0,100.0
2,"LeCras, Mark",10,2,2,12,,,,1.0,1.0,1.0,4.0,3.0,1.0,1.0,,8.0,5.0,,,1.0,1.0,,85.0
29,"Lycett, Scott",5,,3,8,,,17.0,1.0,,1.0,2.0,2.0,1.0,1.0,,5.0,4.0,,,1.0,,,63.0
7,"Masten, Chris",9,1,12,21,,,,3.0,,7.0,1.0,,,,,9.0,12.0,,,,,1.0,89.0
20,"McGovern, Jeremy",11,6,5,16,,,,1.0,3.0,,,1.0,1.0,,,11.0,5.0,4.0,,9.0,,,91.0
9,"Naitanui, Nic",6,3,2,8,,,40.0,1.0,,2.0,2.0,1.0,,,,6.0,2.0,3.0,,5.0,,1.0,65.0
11,"Priddis, Matt",11,2,18,29,,,,12.0,2.0,2.0,8.0,5.0,,3.0,,16.0,14.0,,,,,,85.0
8,"Redden, Jack",5,2,10,15,,,1.0,4.0,,,5.0,2.0,2.0,1.0,,7.0,9.0,,,,,,76.0
31,"Schofield, Will",4,4,5,9,,,,2.0,3.0,,,4.0,,2.0,,5.0,5.0,1.0,,7.0,,,96.0
5,"Sheppard, Brad",8,4,10,18,,,,,3.0,1.0,,3.0,,,,6.0,12.0,1.0,,7.0,,,91.0
13,"Shuey, Luke",9,1,13,22,,,,5.0,2.0,2.0,5.0,2.0,2.0,1.0,,14.0,10.0,,,1.0,3.0,1.0,83.0
12,"Wellingham, Sharrod",4,2,7,11,,,,3.0,3.0,,2.0,4.0,,2.0,,5.0,8.0,,,4.0,,,83.0
6,"Yeo, Elliot",11,2,7,18,2,1.0,,6.0,1.0,4.0,,3.0,,2.0,,11.0,6.0,1.0,,3.0,3.0,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,59,142,325,11,10.0,58.0,64.0,40.0,35.0,40.0,47.0,16.0,19.0,,164.0,169.0,19.0,8.0,58.0,14.0,7.0,
Opposition,Opposition,233,107,150,383,15,15.0,40.0,89.0,19.0,65.0,40.0,38.0,19.0,16.0,6.0,168.0,227.0,19.0,14.0,55.0,4.0,12.0,
