Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",23y 123d,37 (14-0-23 37.84%),2 (0.05),←,
25,"Beinke, Bryan",24y 247d,12 (4-0-8 33.33%),9 (0.75),←,
26,"Bickley, Mark",30y 248d,190 (91-0-99 47.89%),62 (0.33),←,
35,"Biglands, Rhett",22y 217d,1 (0-0-1 0.00%),,←,
6,"Byrne, James",21y 351d,4 (0-0-4 0.00%),,←,
42,"Cicolella, Justin",21y 209d,3 (0-0-3 0.00%),1 (0.33),←,
4,"Clarke, Matthew",26y 203d,135 (62-2-71 46.67%),19 (0.14),5 (0-0-5 0.00%),
9,"Edwards, Tyson",23y 246d,86 (41-0-45 47.67%),47 (0.55),←,
36,"Goodwin, Simon",23y 104d,55 (29-0-26 52.73%),14 (0.25),←,
34,"Hart, Ben",25y 274d,185 (89-1-95 48.38%),34 (0.18),←,
3,"Jarman, Darren",33y 71d,201 (112-0-89 55.72%),321 (1.60),92 (47-0-45 51.09%),199 (2.16)
5,"Koster, Kym",27y 67d,122 (66-1-55 54.51%),43 (0.35),84 (46-0-38 54.76%),30 (0.36)
23,"McLeod, Andrew",23y 248d,106 (51-0-55 48.11%),104 (0.98),←,
27,"OLoughlin, Ricky",20y 279d,1 (0-0-1 0.00%),,←,
52,"Rehn, Shaun",28y 235d,123 (67-1-55 54.88%),43 (0.35),←,
32,"Ricciuto, Mark",24y 305d,154 (70-1-83 45.78%),94 (0.61),←,
10,"Robran, Matthew",29y 20d,106 (56-0-50 52.83%),102 (0.96),99 (52-0-47 52.53%),97 (0.98)
7,"Smart, Nigel",30y 323d,192 (90-1-101 47.14%),99 (0.52),←,
20,"Stenglein, Tyson",19y 267d,5 (2-0-3 40.00%),,←,
19,"Stevens, Mark",24y 166d,64 (36-0-28 56.25%),39 (0.61),43 (20-0-23 46.51%),19 (0.44)
30,"Vardy, Peter",24y 73d,63 (31-0-32 49.21%),99 (1.57),←,
17,"Welsh, Scott",21y 123d,41 (26-0-15 63.41%),44 (1.07),5 (0-0-5 0.00%),14 (2.80)
Totals,Totals,25y 34d,1886 (937-7-942 49.68%),1176 (0.62),,
C,"Ayres, Gary",39y 193d,121 (65-1-55 54.13%),,5 (0-0-5 0.00%),
