Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
3,"Adams, Taylor",30y 297d,219 (110-2-107 50.68%),83 (0.38),13 (11-0-2 84.62%),7 (0.54)
36,"Amartey, Joel",24y 315d,45 (31-1-13 70.00%),64 (1.42),←,
22,"Blakey, Nick",24y 137d,119 (67-1-51 56.72%),37 (0.31),←,
16,"Campbell, Braeden",22y 160d,63 (39-1-23 62.70%),13 (0.21),←,
13,"Florent, Oliver",25y 357d,159 (90-1-68 56.92%),46 (0.29),←,
42,"Fox, Robbie",31y 88d,98 (52-1-45 53.57%),14 (0.14),←,
4,"Grundy, Brodie",30y 89d,211 (113-2-96 54.03%),72 (0.34),17 (14-0-3 82.35%),2 (0.12)
21,"Gulden, Errol",21y 361d,84 (56-1-27 67.26%),64 (0.76),←,
9,"Hayward, Will",25y 261d,154 (88-1-65 57.47%),187 (1.21),←,
17,"Jordon, James",23y 206d,82 (62-1-19 76.22%),25 (0.30),17 (14-0-3 82.35%),8 (0.47)
44,"Lloyd, Jake",30y 297d,240 (149-1-90 62.29%),39 (0.16),←,
30,"McCartin, Tom",24y 196d,124 (73-0-51 58.87%),28 (0.23),←,
6,"McDonald, Logan",22y 100d,61 (42-1-18 69.67%),84 (1.38),←,
27,"McInerney, Justin",23y 330d,89 (55-1-33 62.36%),37 (0.42),←,
2,"McLean, Hayden",25y 175d,70 (41-1-28 59.29%),67 (0.96),←,
43,"Melican, Lewis",27y 252d,77 (44-1-32 57.79%),1 (0.01),←,
14,"Mills, Callum",27y 102d,156 (89-1-66 57.37%),27 (0.17),←,
11,"Papley, Tom",28y,181 (109-1-71 60.50%),288 (1.59),←,
26,"Parker, Luke",31y 262d,284 (175-2-107 61.97%),201 (0.71),←,
24,"Rampe, Dane",34y 41d,244 (157-2-85 64.75%),7 (0.03),←,
34,"Roberts, Matt",20y 348d,21 (17-0-4 80.95%),2 (0.10),←,
8,"Rowbottom, James",23y 298d,110 (63-1-46 57.73%),32 (0.29),←,
1,"Warner, Chad",23y 55d,77 (50-0-27 64.94%),71 (0.92),←,
Totals,Totals,26y 110d,2968 (1772-24-1172 59.70%),1489 (0.50),,
C,"Longmire, John",53y 195d,324 (203-3-118 63.12%),,←,
