Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",4,,2,6,,,,,,,,,,1.0,,,,,,,,,
32,"Baldwin, Jason",15,4,5,20,,1.0,,2.0,,,,,1.0,,,,,,,,,,
18,"Blakey, John",16,1,13,29,,1.0,,2.0,,,,,5.0,3.0,,,,,,,,,
17,"Broderick, Paul",17,3,15,32,3,4.0,,1.0,,,,,,,2.0,,,,,,,,
40,"Bunn, Mark",11,5,4,15,1,,,1.0,,,,,2.0,,,,,,,,,,
50,"Caven, Peter",8,3,7,15,3,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
16,"Cormack, Joe",2,1,,2,1,,,,,,,,,,,,,,,,,,
15,"Donato, David",4,3,4,8,,,,3.0,,,,,,1.0,,,,,,,,,
2,"Dundas, Matthew",4,,4,8,1,,,1.0,,,,,,4.0,,,,,,,,,
49,"Harding, Dean",11,2,4,15,2,3.0,,,,,,,1.0,1.0,,,,,,,,,
6,"Ironmonger, John",8,7,8,16,,,27.0,1.0,,,,,2.0,2.0,3.0,,,,,,,,
21,"Kappler, Darren",20,5,10,30,3,1.0,,1.0,,,,,,2.0,,,,,,,,,
11,"Lynch, Alastair",12,5,4,16,,1.0,,,,,,,3.0,1.0,,,,,,,,,
29,"Lyon, Ross",9,4,13,22,1,1.0,,,,,,,5.0,1.0,,,,,,,,,
25,"OConnell, David",5,5,3,8,2,1.0,3.0,1.0,,,,,,1.0,,,,,,,,,
44,"Osborne, Richard",14,,8,22,4,1.0,,1.0,,,,,,,,,,,,,,,
28,"Paxman, Stephen",3,1,7,10,,,2.0,1.0,,,,,,1.0,,,,,,,,,
1,"Roos, Paul",12,6,17,29,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
33,"Stephens, Brett",9,5,6,15,2,,,2.0,,,,,2.0,1.0,1.0,,,,,,,,
8,"Wynd, Jim",15,2,7,22,,,,1.0,,,,,6.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,62,141,340,23,18.0,32.0,20.0,,,,,29.0,23.0,6.0,,,,,,,,
Opposition,Opposition,188,52,125,313,13,19.0,9.0,12.0,,,,,23.0,29.0,,,,,,,,,
