Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",8,3,2,10,2,,,1.0,,5.0,1.0,,,,,6.0,4.0,,,3.0,1.0,,
11,"Archer, Glenn",11,6,3,14,,,,2.0,6.0,1.0,1.0,,1.0,1.0,,5.0,8.0,,,3.0,3.0,,
26,"Bell, Peter",17,1,6,23,2,2.0,,,,6.0,4.0,,,1.0,1.0,8.0,14.0,,,2.0,,,
12,"Blakey, John",16,4,4,20,,,,,4.0,2.0,3.0,2.0,2.0,1.0,,10.0,10.0,1.0,,1.0,,,
16,"Capuano, Mathew",10,4,9,19,1,,17.0,1.0,2.0,3.0,9.0,1.0,1.0,1.0,,15.0,4.0,2.0,,2.0,,,
18,"Carey, Wayne",9,7,10,19,4,1.0,,1.0,,4.0,1.0,2.0,,,,13.0,6.0,3.0,3.0,2.0,,,
23,"Clayton, Shane",6,3,1,7,,,,,,3.0,,1.0,,,,1.0,6.0,,,1.0,,,
6,"Grant, Shannon",20,7,9,29,3,,,1.0,,4.0,2.0,2.0,,,,11.0,16.0,1.0,3.0,2.0,,,
29,"Harvey, Brent",14,2,3,17,1,1.0,,2.0,,3.0,2.0,1.0,,3.0,,7.0,8.0,,,1.0,1.0,,
34,"King, David",17,2,5,22,1,,,1.0,1.0,2.0,5.0,3.0,4.0,1.0,2.0,10.0,8.0,,,,5.0,,
4,"Martyn, Mick",5,4,6,11,,,,1.0,5.0,,,3.0,1.0,2.0,,7.0,5.0,,,,2.0,,
5,"McCartney, Jason",11,4,4,15,1,,1.0,,6.0,,1.0,,1.0,,,7.0,7.0,1.0,1.0,,1.0,,
31,"McKernan, Corey",5,2,4,9,1,,9.0,3.0,1.0,4.0,3.0,,,,,5.0,4.0,,,4.0,1.0,,
19,"Mooney, Cameron",3,3,,3,,1.0,7.0,,,,1.0,,1.0,,,2.0,2.0,1.0,1.0,,,,
44,"Motlop, Shannon",2,1,3,5,,,,1.0,,1.0,,2.0,,,,5.0,2.0,,,3.0,,,
28,"Pickett, Byron",22,6,,22,,,,,13.0,2.0,1.0,2.0,3.0,,3.0,9.0,8.0,1.0,,,9.0,,
13,"Pike, Martin",13,5,7,20,,,,,4.0,2.0,1.0,1.0,1.0,1.0,,9.0,11.0,2.0,,,1.0,,
24,"Sholl, Craig",15,7,2,17,3,,,1.0,,9.0,2.0,2.0,,1.0,,7.0,10.0,1.0,1.0,2.0,,,
7,"Simpson, Adam",14,6,9,23,,1.0,2.0,,2.0,1.0,7.0,1.0,1.0,2.0,,11.0,11.0,2.0,,3.0,,,
10,"Stevens, Anthony",9,1,5,14,,,,1.0,1.0,4.0,2.0,1.0,,3.0,,6.0,7.0,,,,1.0,,
38,"Stevens, Danny",2,2,4,6,,,,,2.0,1.0,1.0,1.0,,1.0,,3.0,3.0,,,,2.0,,
30,"Welsh, Scott",10,3,2,12,3,,,1.0,,1.0,1.0,3.0,,,,3.0,8.0,,1.0,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,239,83,98,337,22,10.0,36.0,17.0,47.0,58.0,48.0,28.0,16.0,18.0,6.0,160.0,162.0,15.0,10.0,29.0,27.0,,
Opposition,Opposition,191,86,150,341,8,18.0,19.0,18.0,31.0,63.0,37.0,23.0,18.0,16.0,,124.0,212.0,12.0,8.0,16.0,26.0,,
