Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",24y 235d,92 (55-0-37 59.78%),25 (0.27),←,
21,"Barry, Leo",30y 57d,211 (123-0-88 58.29%),53 (0.25),←,
42,"Bevan, Paul",22y 291d,57 (35-0-22 61.40%),11 (0.19),←,
6,"Bolton, Craig",27y 45d,142 (87-0-55 61.27%),23 (0.16),113 (70-0-43 61.95%),13 (0.12)
24,"Bolton, Jude",27y 122d,179 (99-1-79 55.59%),83 (0.46),←,
2,"Davis, Nick",27y 107d,157 (81-0-76 51.59%),216 (1.38),86 (51-0-35 59.30%),131 (1.52)
26,"Dempster, Sean",23y 176d,51 (34-0-17 66.67%),8 (0.16),←,
10,"Everitt, Peter",33y 73d,267 (101-2-164 38.20%),379 (1.42),15 (8-0-7 53.33%),12 (0.80)
12,"Fosdike, Nic",27y 139d,155 (84-1-70 54.52%),63 (0.41),←,
37,"Goodes, Adam",27y 188d,201 (111-1-89 55.47%),198 (0.99),←,
1,"Hall, Barry",30y 157d,218 (111-2-105 51.38%),526 (2.41),130 (77-1-52 59.62%),382 (2.94)
16,"Jolly, Darren",25y 251d,112 (61-0-51 54.46%),34 (0.30),64 (41-0-23 64.06%),23 (0.36)
17,"Kennelly, Tadhg",26y 14d,133 (83-0-50 62.41%),29 (0.22),←,
31,"Kirk, Brett",30y 263d,163 (93-1-69 57.36%),64 (0.39),←,
9,"Malceski, Nick",22y 334d,37 (27-0-10 72.97%),18 (0.49),←,
4,"Mathews, Ben",28y 228d,188 (104-1-83 55.59%),39 (0.21),←,
3,"McVeigh, Jarrad",22y 99d,73 (44-0-29 60.27%),37 (0.51),←,
5,"OKeefe, Ryan",26y 172d,133 (79-0-54 59.40%),142 (1.07),←,
19,"OLoughlin, Michael",30y 145d,262 (151-2-109 58.02%),448 (1.71),←,
25,"Richards, Ted",24y 185d,71 (42-0-29 59.15%),24 (0.34),38 (23-0-15 60.53%),5 (0.13)
36,"Schmidt, Tim",21y 123d,12 (8-0-4 66.67%),8 (0.67),←,
13,"Schneider, Adam",23y 64d,90 (56-0-34 62.22%),87 (0.97),←,
Totals,Totals,26y 191d,3004 (1669-11-1324 55.56%),2515 (0.84),,
C,"Roos, Paul",44y 18d,124 (77-0-47 62.10%),,←,
