Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
18,"Betts, Eddie",27y 270d,205 (85-3-117 42.20%),336 (1.64),21 (10-0-11 47.62%),46 (2.19)
16,"Brown, Luke",21y 335d,45 (22-0-23 48.89%),2 (0.04),←,
42,"Cameron, Charlie",20y 49d,7 (3-0-4 42.86%),9 (1.29),←,
2,"Crouch, Brad",20y 221d,24 (11-0-13 45.83%),9 (0.38),←,
32,"Dangerfield, Patrick",24y 140d,130 (66-0-64 50.77%),141 (1.08),←,
26,"Douglas, Richard",27y 198d,154 (78-0-76 50.65%),106 (0.69),←,
45,"Henderson, Ricky",25y 346d,63 (29-0-34 46.03%),39 (0.62),←,
24,"Jacobs, Sam",26y 135d,103 (51-0-52 49.51%),24 (0.23),86 (44-0-42 51.16%),21 (0.24)
10,"Jaensch, Matthew",24y 339d,66 (30-0-36 45.45%),25 (0.38),←,
4,"Jenkins, Josh",25y 196d,47 (25-0-22 53.19%),75 (1.60),←,
29,"Laird, Rory",20y 237d,34 (17-0-17 50.00%),3 (0.09),←,
31,"Lyons, Jarryd",22y 32d,21 (10-0-11 47.62%),11 (0.52),←,
36,"Martin, Brodie",25y 290d,34 (16-0-18 47.06%),12 (0.35),←,
1,"Podsiadly, James",32y 347d,103 (71-0-32 68.93%),194 (1.88),20 (9-0-11 45.00%),25 (1.25)
25,"Rutten, Ben",31y 87d,228 (128-0-100 56.14%),8 (0.04),←,
9,"Sloane, Rory",24y 159d,99 (51-0-48 51.52%),59 (0.60),←,
33,"Smith, Brodie",22y 221d,75 (40-0-35 53.33%),20 (0.27),←,
12,"Talia, Daniel",22y 325d,75 (41-0-34 54.67%),4 (0.05),←,
6,"Thompson, Luke",23y 196d,20 (6-0-14 30.00%),2 (0.10),←,
5,"Thompson, Scott",31y 162d,263 (143-0-120 54.37%),150 (0.57),224 (125-0-99 55.80%),133 (0.59)
13,"Walker, Taylor",24y 120d,83 (42-0-41 50.60%),194 (2.34),←,
11,"Wright, Matthew",24y 252d,78 (40-0-38 51.28%),58 (0.74),←,
Totals,Totals,25y 29d,1957 (1005-3-949 51.35%),1481 (0.76),,
C,"Sanderson, Brenton",40y 177d,68 (38-0-30 55.88%),,←,
