Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Brown, Nathan",13,4,4,17,2,2.0,,,,7.0,2.0,2.0,1.0,,2.0,11.0,6.0,2.0,,,1.0,,
18,"Cameron, Leon",11,2,3,14,1,1.0,,,,6.0,2.0,1.0,,,,5.0,6.0,,,2.0,4.0,,
12,"Cook, James",,,1,1,,,,,,,,,,,,,1.0,,,,,,
26,"Cox, Simon",2,1,1,3,,,,1.0,1.0,,,,,,,,3.0,,,,,,
16,"Croft, Matthew",4,1,1,5,,,,,3.0,,,,,,,2.0,3.0,,,,2.0,,
11,"Curley, Todd",7,4,3,10,,,,,6.0,,,1.0,,,,,10.0,,,2.0,1.0,,
14,"Darcy, Luke",14,5,5,19,,,9.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,,10.0,7.0,,,,,,
21,"Dent, Matthew",6,1,8,14,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,,7.0,8.0,,,,,,
28,"Dimattina, Paul",13,1,8,21,,,,2.0,,4.0,10.0,5.0,5.0,1.0,,12.0,11.0,,,2.0,1.0,,
4,"Garlick, Simon",22,5,6,28,,1.0,,2.0,1.0,5.0,8.0,3.0,,2.0,,9.0,18.0,,1.0,2.0,,,
3,"Grant, Chris",7,4,6,13,1,2.0,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,,12.0,2.0,2.0,2.0,,,,
9,"Hudson, Paul",7,5,11,18,4,,,1.0,,3.0,,5.0,,1.0,,2.0,15.0,1.0,2.0,1.0,5.0,,
6,"Johnson, Brad",11,4,10,21,1,,,,1.0,4.0,2.0,1.0,,,,7.0,15.0,,,,3.0,,
39,"Liberatore, Tony",12,,10,22,,,,1.0,1.0,2.0,9.0,,2.0,3.0,,13.0,9.0,,,,,,
13,"Mahoney, Josh",9,6,9,18,,,,1.0,1.0,1.0,3.0,2.0,3.0,,,11.0,9.0,2.0,,,,,
23,"Martin, Michael",14,6,8,22,2,1.0,,,1.0,4.0,1.0,5.0,,1.0,1.0,7.0,17.0,,,,5.0,,
10,"Montgomery, Brett",8,5,4,12,,2.0,,,1.0,2.0,,2.0,,2.0,,2.0,10.0,,1.0,1.0,1.0,,
5,"Smith, Rohan",16,7,7,23,1,3.0,,1.0,1.0,7.0,,3.0,,3.0,3.0,7.0,16.0,,2.0,1.0,3.0,,
8,"Southern, Daniel",4,2,6,10,,,1.0,,1.0,1.0,,1.0,1.0,,,8.0,2.0,2.0,,,,,
7,"West, Scott",,,1,1,,,,,,,,,,,,,1.0,,,,,,
1,"Winmar, Nicky",11,,11,22,1,,,2.0,3.0,5.0,2.0,1.0,4.0,,,8.0,13.0,,,3.0,1.0,,
15,"Wynd, Scott",2,1,3,5,,,10.0,,1.0,,1.0,1.0,1.0,,,2.0,2.0,,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,64,126,319,13,13.0,22.0,14.0,26.0,56.0,49.0,37.0,21.0,18.0,6.0,135.0,184.0,9.0,8.0,15.0,27.0,,
Opposition,Opposition,174,70,98,272,12,6.0,29.0,21.0,35.0,44.0,29.0,32.0,18.0,21.0,,109.0,159.0,12.0,9.0,14.0,17.0,,
