Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",11,4,5,16,,,,,6.0,,,2.0,2.0,,,7.0,10.0,,,4.0,2.0,,100.0
27,"Baird, John",8,5,3,11,1,,,,2.0,2.0,,2.0,,1.0,,3.0,8.0,1.0,1.0,4.0,,1.0,100.0
16,"Brown, Leigh",9,5,8,17,,,2.0,3.0,3.0,2.0,3.0,2.0,,,,7.0,8.0,,1.0,3.0,,,96.0
22,"Burton, Matthew",2,3,2,4,,,10.0,1.0,,1.0,,,,,,1.0,3.0,,,4.0,,1.0,52.0
23,"Clayton, Shane",3,2,2,5,,,,1.0,,2.0,1.0,,,,,2.0,3.0,,,,3.0,,36.0
6,"Grant, Shannon",16,5,6,22,,,,1.0,2.0,6.0,2.0,4.0,2.0,,,6.0,16.0,,1.0,,,,91.0
39,"Harding, Leigh",2,2,1,3,,,,1.0,,1.0,,1.0,,1.0,,,3.0,,1.0,2.0,,,43.0
29,"Harvey, Brent",22,6,11,33,2,1.0,,4.0,,9.0,11.0,2.0,,,3.0,17.0,14.0,,,3.0,4.0,1.0,94.0
21,"Jones, Corey",11,5,3,14,1,1.0,3.0,,1.0,4.0,4.0,1.0,1.0,1.0,,8.0,7.0,,3.0,4.0,,1.0,76.0
34,"King, David",10,4,3,13,,2.0,,2.0,,6.0,2.0,,,,,6.0,7.0,,,,3.0,,87.0
35,"Makepeace, Troy",13,4,3,16,1,,,3.0,4.0,4.0,,1.0,,,,5.0,9.0,,,,,,100.0
32,"Morrell, Digby",5,3,2,7,2,,,1.0,,1.0,,2.0,1.0,1.0,,2.0,5.0,,2.0,2.0,,,57.0
19,"Motlop, Daniel",14,10,1,15,3,,,3.0,,7.0,,3.0,,2.0,,7.0,7.0,5.0,3.0,2.0,,2.0,98.0
20,"Petrie, Drew",7,5,3,10,1,1.0,1.0,3.0,,1.0,1.0,3.0,,1.0,,8.0,2.0,4.0,3.0,1.0,,,93.0
17,"Porter, Mark",2,1,2,4,,,8.0,,,1.0,1.0,,,,,3.0,1.0,1.0,,4.0,,,48.0
3,"Rawlings, Brady",11,4,5,16,,,,3.0,1.0,2.0,2.0,,2.0,,,6.0,10.0,,1.0,1.0,,,94.0
30,"Robbins, Ben",3,5,12,15,1,,,4.0,,2.0,,1.0,1.0,1.0,,4.0,12.0,,1.0,3.0,,,91.0
7,"Simpson, Adam",13,6,14,27,2,,2.0,3.0,3.0,3.0,9.0,1.0,1.0,,1.0,13.0,14.0,,1.0,2.0,1.0,,89.0
9,"Sinclair, Jess",8,1,1,9,1,,,1.0,5.0,,,3.0,1.0,2.0,,1.0,5.0,,,1.0,3.0,,93.0
10,"Stevens, Anthony",12,4,6,18,,,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,5.0,13.0,,1.0,2.0,,1.0,81.0
36,"Watt, Shannon",6,4,3,9,,1.0,,2.0,1.0,,,,3.0,,,6.0,4.0,1.0,1.0,2.0,,,100.0
8,"Wells, Daniel",13,5,1,14,,1.0,1.0,1.0,,3.0,2.0,2.0,1.0,2.0,,5.0,8.0,,1.0,1.0,,1.0,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,93,97,298,15,8.0,27.0,39.0,29.0,59.0,40.0,32.0,16.0,14.0,4.0,122.0,169.0,12.0,21.0,45.0,16.0,8.0,
Opposition,Opposition,173,82,117,290,15,9.0,45.0,38.0,43.0,48.0,33.0,35.0,14.0,16.0,2.0,120.0,174.0,18.0,12.0,30.0,11.0,6.0,
