Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
40,"Adams, Leigh",19y 23d,1 (1-0-0 100.00%),,←,
11,"Archer, Glenn",34y 36d,293 (171-0-122 58.36%),139 (0.47),←,
16,"Brown, Leigh",25y 65d,155 (61-1-93 39.68%),61 (0.39),92 (42-1-49 46.20%),41 (0.45)
43,"Campbell, Matt",20y 98d,4 (2-0-2 50.00%),3 (0.75),←,
27,"Edwards, Aaron",23y 58d,8 (6-0-2 75.00%),5 (0.63),4 (2-0-2 50.00%),3 (0.75)
24,"Firrito, Michael",23y 153d,63 (31-0-32 49.21%),12 (0.19),←,
38,"Gibson, Josh",23y 47d,14 (5-0-9 35.71%),,←,
6,"Grant, Shannon",30y 10d,260 (144-2-114 55.77%),297 (1.14),202 (112-1-89 55.69%),259 (1.28)
15,"Green, Kasey",27y 231d,79 (30-1-48 38.61%),21 (0.27),25 (9-0-16 36.00%),13 (0.52)
17,"Grima, Blake",22y 325d,7 (5-0-2 71.43%),2 (0.29),←,
4,"Harris, Daniel",24y 354d,96 (45-1-50 47.40%),29 (0.30),←,
29,"Harvey, Brent",28y 350d,221 (122-1-98 55.43%),259 (1.17),←,
21,"Jones, Corey",26y 62d,108 (48-0-60 44.44%),127 (1.18),←,
1,"McIntosh, Hamish",22y 237d,23 (7-0-16 30.43%),10 (0.43),←,
20,"Petrie, Drew",24y 196d,111 (51-1-59 46.40%),76 (0.68),←,
30,"Pratt, Daniel",24y 39d,43 (20-0-23 46.51%),4 (0.09),40 (19-0-21 47.50%),3 (0.08)
3,"Rawlings, Brady",25y 323d,138 (69-0-69 50.00%),52 (0.38),←,
7,"Simpson, Adam",31y 72d,247 (143-1-103 58.10%),72 (0.29),←,
9,"Sinclair, Jess",28y 246d,166 (63-1-102 38.25%),64 (0.39),116 (50-1-65 43.53%),38 (0.33)
19,"Swallow, Andrew",19y 331d,17 (5-0-12 29.41%),5 (0.29),←,
36,"Watt, Shannon",26y 154d,113 (55-1-57 49.12%),8 (0.07),←,
8,"Wells, Daniel",22y 85d,89 (42-1-46 47.75%),52 (0.58),←,
Totals,Totals,25y 76d,2256 (1126-11-1119 49.91%),1298 (0.58),,
C,"Laidley, Dani",40y 33d,94 (43-1-50 46.28%),,←,
