North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",29y 40d,188 (101-1-86 53.99%),229 (1.22),←,
5,"Anderson, Stuart",23y 8d,53 (36-0-17 67.92%),19 (0.36),←,
11,"Archer, Glenn",24y 103d,110 (67-0-43 60.91%),78 (0.71),←,
26,"Bell, Peter",21y 126d,39 (24-0-15 61.54%),35 (0.90),37 (24-0-13 64.86%),33 (0.89)
12,"Blakey, John",30y 346d,239 (117-0-122 48.95%),72 (0.30),104 (65-0-39 62.50%),34 (0.33)
18,"Carey, Wayne",26y 39d,151 (89-0-62 58.94%),389 (2.58),←,
9,"Chandler, Brett",21y 359d,42 (8-0-34 19.05%),4 (0.10),14 (7-0-7 50.00%),2 (0.14)
17,"Freeborn, Glenn",24y 149d,40 (26-0-14 65.00%),20 (0.50),←,
29,"Harvey, Brent",19y 52d,10 (7-0-3 70.00%),9 (0.90),←,
34,"King, David",25y 120d,80 (51-0-29 63.75%),24 (0.30),←,
35,"Longmire, John",26y 186d,169 (85-1-83 50.59%),501 (2.96),←,
4,"Martyn, Mick",28y 308d,190 (105-1-84 55.53%),14 (0.07),←,
31,"McKernan, Corey",23y 198d,84 (56-0-28 66.67%),87 (1.04),←,
20,"Mellington, Anthony",22y 343d,32 (4-0-28 12.50%),40 (1.25),8 (3-0-5 37.50%),16 (2.00)
13,"Pike, Martin",24y 233d,73 (19-0-54 26.03%),42 (0.58),13 (7-0-6 53.85%),2 (0.15)
22,"Roberts, Mark",32y 7d,176 (87-0-89 49.43%),146 (0.83),99 (61-0-38 61.62%),127 (1.28)
3,"Rock, Anthony",26y 279d,151 (90-0-61 59.60%),125 (0.83),←,
2,"Schwass, Wayne",28y 220d,175 (95-0-80 54.29%),96 (0.55),←,
8,"Scott, Robert",28y 126d,195 (116-1-78 59.74%),202 (1.04),63 (41-0-22 65.08%),38 (0.60)
24,"Sholl, Craig",29y 187d,165 (94-0-71 56.97%),81 (0.49),←,
10,"Stevens, Anthony",26y 3d,145 (85-0-60 58.62%),74 (0.51),←,
Totals,Totals,25y 320d,2507 (1362-4-1141 54.33%),2287 (0.91),,
C,"Pagan, Denis",49y 284d,109 (69-0-40 63.30%),,←,
