Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",26y 340d,98 (62-1-35 63.78%),158 (1.61),←,
21,"Barlow, Michael",26y 185d,79 (51-1-27 65.19%),50 (0.63),←,
30,"Clarke, Zac",24y 85d,63 (32-1-30 51.59%),35 (0.56),←,
15,"Crowley, Ryan",30y 108d,177 (97-1-79 55.08%),115 (0.65),←,
3,"Dawson, Zac",28y 119d,130 (84-4-42 66.15%),7 (0.05),53 (38-1-14 72.64%),3 (0.06)
41,"Duffield, Paul",29y 136d,146 (76-1-69 52.40%),33 (0.23),←,
7,"Fyfe, Nat",22y 276d,83 (52-1-30 63.25%),64 (0.77),←,
32,"Hill, Stephen",24y 51d,120 (66-0-54 55.00%),74 (0.62),←,
5,"Ibbotson, Garrick",26y 98d,120 (58-1-61 48.75%),21 (0.17),←,
23,"Mayne, Chris",25y 231d,117 (67-1-49 57.69%),143 (1.22),←,
16,"Mundy, David",28y 336d,199 (107-1-91 54.02%),77 (0.39),←,
13,"Mzungu, Tendai",28y 113d,76 (46-1-29 61.18%),47 (0.62),←,
27,"Neale, Lachie",21y 28d,35 (20-0-15 57.14%),16 (0.46),←,
29,"Pavlich, Matthew",32y 172d,304 (144-0-160 47.37%),612 (2.01),←,
46,"Pearce, Clancee",23y 241d,75 (39-1-35 52.67%),31 (0.41),←,
6,"Pearce, Danyle",28y 75d,192 (86-2-104 45.31%),96 (0.50),38 (27-1-10 72.37%),20 (0.53)
31,"Sandilands, Aaron",31y 197d,206 (110-0-96 53.40%),79 (0.38),←,
36,"Silvagni, Alex",26y 265d,43 (24-1-18 56.98%),10 (0.23),←,
34,"Spurr, Lee",26y 329d,49 (37-1-11 76.53%),3 (0.06),←,
8,"Suban, Nick",24y 43d,96 (51-1-44 53.65%),40 (0.42),←,
33,"Sutcliffe, Cam",22y 29d,36 (26-1-9 73.61%),9 (0.25),←,
4,"Sylvia, Colin",28y 225d,159 (50-2-107 32.08%),129 (0.81),2 (2-0-0 100.00%),
Totals,Totals,26y 250d,2603 (1385-23-1195 53.21%),1849 (0.71),,
C,"Lyon, Ross",47y 225d,183 (118-5-60 65.85%),,62 (42-1-19 68.55%),
