Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",30y 46d,224 (137-0-87 61.16%),124 (0.55),←,
27,"Baird, John",22y 332d,21 (11-1-9 54.76%),5 (0.24),←,
16,"Brown, Leigh",21y 75d,70 (22-1-47 32.14%),24 (0.34),7 (3-1-3 50.00%),4 (0.57)
22,"Burton, Matthew",32y 355d,138 (57-0-81 41.30%),63 (0.46),68 (35-0-33 51.47%),31 (0.46)
2,"Colbert, Leigh",27y 336d,163 (92-2-69 57.06%),63 (0.39),58 (30-1-27 52.59%),13 (0.22)
6,"Grant, Shannon",26y 20d,179 (106-2-71 59.78%),197 (1.10),121 (74-1-46 61.57%),159 (1.31)
39,"Harding, Leigh",22y 13d,31 (15-1-15 50.00%),50 (1.61),←,
29,"Harvey, Brent",24y 360d,136 (84-1-51 62.13%),157 (1.15),←,
21,"Jones, Corey",22y 72d,23 (9-0-14 39.13%),13 (0.57),←,
34,"King, David",31y 63d,205 (128-1-76 62.68%),122 (0.60),←,
35,"Makepeace, Troy",24y 64d,69 (35-1-33 51.45%),17 (0.25),←,
32,"Morrell, Digby",23y 211d,32 (16-1-15 51.56%),40 (1.25),←,
19,"Motlop, Daniel",21y 54d,12 (3-1-8 29.17%),4 (0.33),←,
20,"Petrie, Drew",20y 206d,26 (11-1-14 44.23%),20 (0.77),←,
17,"Porter, Mark",26y 210d,83 (42-1-40 51.20%),20 (0.24),28 (14-1-13 51.79%),7 (0.25)
3,"Rawlings, Brady",21y 333d,56 (34-0-22 60.71%),22 (0.39),←,
30,"Robbins, Ben",26y 133d,81 (40-3-38 51.23%),17 (0.21),29 (15-1-13 53.45%),3 (0.10)
7,"Simpson, Adam",27y 82d,166 (105-1-60 63.55%),53 (0.32),←,
9,"Sinclair, Jess",24y 256d,90 (31-1-58 35.00%),45 (0.50),40 (18-1-21 46.25%),19 (0.47)
10,"Stevens, Anthony",31y 311d,259 (157-1-101 60.81%),116 (0.45),←,
40,"Teague, David",22y 4d,28 (15-0-13 53.57%),4 (0.14),←,
36,"Watt, Shannon",22y 164d,33 (16-1-16 50.00%),4 (0.12),←,
Totals,Totals,25y 69d,2125 (1166-21-938 54.87%),1180 (0.56),,
C,"Laidley, Dani",36y 43d,7 (3-1-3 50.00%),,←,
