Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Bowey, Jake",17,5,9,26,,,,2.0,5.0,2.0,3.0,2.0,1.0,,,9.0,13.0,,,,,,80.0
37,"Chandler, Kade",3,2,15,18,,,,10.0,3.0,2.0,,1.0,,1.0,,8.0,10.0,,,1.0,,,88.0
31,"Fritsch, Bayley",3,,7,10,1,2.0,,2.0,,,,2.0,2.0,1.0,,5.0,6.0,,,,,,76.0
11,"Gawn, Max",11,5,5,16,,,25.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,,7.0,9.0,,,2.0,,,84.0
21,"Jefferson, Matthew",4,3,1,5,,,,2.0,,2.0,,2.0,2.0,1.0,,3.0,2.0,1.0,,2.0,,1.0,73.0
15,"Langdon, Ed",19,8,6,25,,1.0,,1.0,2.0,4.0,1.0,5.0,1.0,,,4.0,23.0,,1.0,1.0,,1.0,93.0
19,"Langford, Harvey",9,2,8,17,,,,3.0,4.0,2.0,3.0,,,,,6.0,10.0,,,1.0,,,78.0
8,"Lever, Jake",9,10,5,14,,,,,1.0,,1.0,,1.0,,,4.0,12.0,1.0,,5.0,,,87.0
20,"Lindsay, Xavier",8,4,10,18,,,,,2.0,,1.0,4.0,,,,4.0,14.0,,,,,,67.0
1,"May, Steven",20,12,3,23,,,,,9.0,,,3.0,1.0,,,4.0,13.0,1.0,,8.0,,,100.0
4,"McVee, Judd",10,6,4,14,,,,1.0,,,1.0,3.0,,,,4.0,10.0,,,2.0,,,78.0
18,"Melksham, Jake",6,3,2,8,4,1.0,,1.0,,2.0,,,2.0,,,5.0,3.0,1.0,2.0,,,,76.0
13,"Oliver, Clayton",7,1,16,23,,,,4.0,1.0,3.0,3.0,5.0,,3.0,,10.0,15.0,,,1.0,1.0,,79.0
5,"Petracca, Christian",10,3,13,23,,3.0,,2.0,,3.0,,5.0,,2.0,,12.0,12.0,,2.0,1.0,,1.0,86.0
36,"Pickett, Kysaiah",14,3,10,24,2,2.0,,2.0,,8.0,3.0,6.0,2.0,,,11.0,11.0,1.0,2.0,,2.0,1.0,85.0
24,"Rivers, Trent",14,5,9,23,1,1.0,,2.0,4.0,2.0,1.0,2.0,,,,5.0,17.0,,,8.0,,,84.0
3,"Salem, Christian",15,10,8,23,,,,1.0,3.0,,2.0,1.0,,1.0,,2.0,20.0,,,,,,80.0
30 ↑,"Sharp, Harry",,,2,2,,,,,,,,,,,,1.0,1.0,,,,,,25.0
32,"Sparrow, Tom",6,4,6,12,1,,,5.0,1.0,,,2.0,,1.0,,3.0,9.0,,,2.0,,,83.0
12 ↓,"Tholstrup, Koltyn",2,1,4,6,,,,1.0,,1.0,,1.0,1.0,1.0,,3.0,3.0,1.0,,1.0,,,49.0
10,"Turner, Daniel",17,16,3,20,,,,,5.0,1.0,,6.0,,2.0,,5.0,15.0,2.0,,5.0,,,92.0
2,"van Rooyen, Jacob",7,3,5,12,2,,3.0,3.0,,5.0,,3.0,2.0,1.0,,5.0,8.0,1.0,1.0,1.0,1.0,,74.0
7,"Viney, Jack",11,4,19,30,,,,9.0,1.0,4.0,4.0,1.0,1.0,,,13.0,16.0,,,1.0,,1.0,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,110,170,392,11,11.0,28.0,53.0,42.0,42.0,27.0,57.0,17.0,15.0,,133.0,252.0,9.0,8.0,42.0,4.0,5.0,
Opposition,Opposition,199,82,126,325,13,12.0,41.0,53.0,30.0,55.0,33.0,65.0,15.0,17.0,6.0,129.0,191.0,11.0,17.0,53.0,3.0,11.0,
