Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Ah Chee, Callum",9,6,5,14,4,1.0,,3.0,3.0,,1.0,,1.0,,,6.0,8.0,2.0,3.0,,,,78.0
31,"Andrews, Harris",11,9,6,17,,,,1.0,1.0,1.0,,2.0,,,,8.0,10.0,5.0,,14.0,,,95.0
7,"Berry, Jarrod",12,4,18,30,1,1.0,,5.0,,3.0,6.0,5.0,2.0,1.0,,15.0,16.0,,1.0,1.0,,,72.0
34 ↑,"Brain, Shadeau",3,3,1,4,,,,2.0,1.0,1.0,1.0,1.0,,1.0,,3.0,2.0,1.0,,,,1.0,22.0
23,"Cameron, Charlie",12,7,4,16,1,1.0,,3.0,,4.0,1.0,2.0,1.0,1.0,,4.0,11.0,1.0,3.0,2.0,,3.0,90.0
3,"Daniher, Joe",12,3,7,19,1,1.0,3.0,2.0,,6.0,3.0,3.0,1.0,1.0,,7.0,10.0,,,3.0,,,100.0
5,"Dunkley, Josh",15,5,7,22,1,,,9.0,1.0,5.0,1.0,4.0,1.0,1.0,,4.0,17.0,,,1.0,,,86.0
28,"Fletcher, Jaspa",9,6,5,14,,,,7.0,1.0,2.0,1.0,,2.0,,,4.0,10.0,,,2.0,1.0,,76.0
30,"Hipwood, Eric",7,2,2,9,1,2.0,,2.0,,2.0,2.0,,3.0,,,8.0,3.0,2.0,2.0,3.0,,1.0,88.0
35,"Lester, Ryan",8,4,3,11,,,,1.0,,3.0,,2.0,,1.0,,4.0,8.0,,,3.0,,,83.0
1,"Lohmann, Kai",7,1,3,10,1,,,4.0,2.0,3.0,2.0,1.0,,,,7.0,2.0,,1.0,2.0,,,74.0
6,"McCluggage, Hugh",13,6,18,31,1,,,1.0,1.0,2.0,4.0,5.0,,2.0,,15.0,17.0,1.0,1.0,,,,80.0
46,"McInerney, Oscar",8,2,6,14,,,40.0,8.0,,3.0,6.0,3.0,1.0,2.0,,10.0,3.0,,,3.0,,1.0,90.0
26,"McKenna, Conor",14,2,4,18,,,,,6.0,1.0,3.0,3.0,,1.0,,8.0,9.0,,,3.0,,,90.0
13,"Morris, Logan",3,,,3,2,1.0,,,,1.0,,1.0,1.0,1.0,,4.0,,,,1.0,,,68.0
9,"Neale, Lachie",9,3,16,25,,,,6.0,1.0,3.0,5.0,6.0,,4.0,,11.0,15.0,,,2.0,,1.0,85.0
40,"Payne, Jack",14,12,2,16,,,,4.0,5.0,1.0,,1.0,,,,9.0,8.0,4.0,,1.0,,,98.0
20 ↓,"Prior, Jaxon",6,5,2,8,,,,2.0,4.0,1.0,,1.0,,1.0,,1.0,7.0,,,1.0,,,61.0
16,"Rayner, Cam",9,2,1,10,,2.0,,4.0,,1.0,,2.0,,1.0,,5.0,5.0,1.0,1.0,2.0,,,80.0
38,"Reville, Bruce",10,4,5,15,,,,1.0,1.0,4.0,1.0,2.0,1.0,,,6.0,8.0,,,2.0,,,53.0
22,"Sharp, Harry",10,4,3,13,,1.0,,3.0,2.0,3.0,,2.0,,,,2.0,9.0,,,,,,80.0
44,"Wilmot, Darcy",7,,5,12,,,,2.0,1.0,1.0,,1.0,1.0,,,4.0,6.0,,,1.0,,,70.0
15,"Zorko, Dayne",20,9,6,26,,,,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,6.0,19.0,,,2.0,,1.0,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,228,99,129,357,13,12.0,43.0,73.0,32.0,55.0,38.0,49.0,16.0,19.0,1.0,151.0,203.0,17.0,12.0,49.0,1.0,8.0,
Opposition,Opposition,192,57,163,355,13,12.0,62.0,76.0,42.0,47.0,44.0,58.0,19.0,16.0,5.0,141.0,202.0,6.0,15.0,51.0,5.0,9.0,
