North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",27y,146 (74-1-71 51.03%),162 (1.11),←,
11,"Archer, Glenn",22y 63d,57 (31-0-26 54.39%),18 (0.32),←,
14,"Armstrong, Matt",28y 86d,141 (57-0-84 40.43%),74 (0.52),9 (5-0-4 55.56%),3 (0.33)
12,"Blakey, John",28y 306d,185 (81-0-104 43.78%),52 (0.28),50 (29-0-21 58.00%),14 (0.28)
16,"Capuano, Mathew",19y 266d,12 (6-0-6 50.00%),4 (0.33),←,
18,"Carey, Wayne",23y 364d,107 (59-0-48 55.14%),257 (2.40),←,
6,"Fairley, Ian",30y 250d,179 (87-2-90 49.16%),148 (0.83),←,
26,"Ishchenko, Alex",31y 36d,137 (61-0-76 44.53%),37 (0.27),65 (35-0-30 53.85%),12 (0.18)
34,"King, David",23y 80d,28 (15-0-13 53.57%),5 (0.18),←,
7,"Laidley, Dani",28y 60d,101 (58-1-42 57.92%),12 (0.12),49 (29-0-20 59.18%),1 (0.02)
35,"Longmire, John",24y 146d,141 (69-1-71 49.29%),453 (3.21),←,
31,"McKernan, Corey",21y 158d,31 (19-0-12 61.29%),28 (0.90),←,
13,"Nichols, Trent",26y 49d,87 (34-1-52 39.66%),83 (0.95),27 (17-0-10 62.96%),34 (1.26)
20,"Reynolds, Keenan",26y 139d,80 (43-0-37 53.75%),37 (0.46),6 (2-0-4 33.33%),2 (0.33)
22,"Roberts, Mark",29y 332d,129 (58-0-71 44.96%),106 (0.82),52 (32-0-20 61.54%),87 (1.67)
3,"Rock, Anthony",24y 239d,96 (53-0-43 55.21%),82 (0.85),←,
2,"Schwass, Wayne",26y 180d,131 (66-0-65 50.38%),74 (0.56),←,
8,"Scott, Robert",26y 86d,141 (80-1-60 57.09%),170 (1.21),9 (5-0-4 55.56%),6 (0.67)
24,"Sholl, Craig",27y 147d,117 (63-0-54 53.85%),20 (0.17),←,
15,"Smith, Ross",30y 112d,205 (100-2-103 49.27%),35 (0.17),←,
10,"Stevens, Anthony",23y 328d,96 (51-0-45 53.13%),43 (0.45),←,
Totals,Totals,26y 76d,2347 (1165-9-1173 49.64%),1900 (0.81),,
C,"Pagan, Denis",47y 244d,54 (32-0-22 59.26%),,←,
