Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, James",10,3,,10,1,1.0,,1.0,,1.0,,3.0,,,,4.0,6.0,1.0,,1.0,,,77.0
22,"Blakey, Nick",15,5,5,20,1,,,,3.0,1.0,,5.0,,3.0,,5.0,14.0,,,2.0,2.0,,82.0
16,"Campbell, Braeden",7,2,3,10,,,,2.0,2.0,1.0,1.0,,1.0,,,5.0,6.0,,,2.0,,,77.0
7,"Cunningham, Harry",6,5,6,12,,,,,,,,2.0,,1.0,,3.0,10.0,1.0,,1.0,,,91.0
13,"Florent, Oliver",6,2,10,16,,,,4.0,1.0,1.0,2.0,,1.0,,,3.0,12.0,,,1.0,,,82.0
21,"Gulden, Errol",21,7,6,27,,1.0,,1.0,,4.0,1.0,5.0,1.0,1.0,,8.0,18.0,,1.0,1.0,,1.0,79.0
9,"Hayward, Will",12,7,4,16,2,1.0,,1.0,,9.0,1.0,3.0,,1.0,,4.0,13.0,,1.0,,,2.0,81.0
5,"Heeney, Isaac",12,8,4,16,3,2.0,,6.0,,3.0,3.0,3.0,,3.0,,8.0,8.0,4.0,4.0,1.0,1.0,2.0,74.0
12,"Kennedy, Josh",,,,,,,,,,,,,,,,,,,,,,,
19,"Ladhams, Peter",13,4,11,24,1,,25.0,2.0,1.0,5.0,5.0,5.0,3.0,1.0,2.0,13.0,11.0,,,5.0,,,86.0
44,"Lloyd, Jake",18,7,6,24,,,,2.0,3.0,3.0,1.0,2.0,1.0,,,5.0,17.0,,,3.0,1.0,,82.0
39,"McCartin, Paddy",9,4,1,10,,,,,1.0,1.0,,1.0,1.0,1.0,,4.0,6.0,1.0,,6.0,,,88.0
30,"McCartin, Tom",8,7,7,15,,,,,2.0,1.0,,3.0,1.0,1.0,,7.0,8.0,1.0,,8.0,,,91.0
6,"McDonald, Logan",10,8,2,12,2,,,4.0,,4.0,,1.0,,,,3.0,9.0,1.0,,1.0,,3.0,69.0
27,"McInerney, Justin",16,5,8,24,1,1.0,,,,2.0,3.0,2.0,2.0,,,5.0,19.0,,3.0,1.0,1.0,,82.0
2,"McLean, Hayden",8,5,5,13,2,1.0,2.0,5.0,,,,1.0,3.0,,,8.0,6.0,1.0,2.0,2.0,,2.0,94.0
14,"Mills, Callum",17,5,11,28,,,,4.0,1.0,8.0,6.0,3.0,2.0,,3.0,17.0,13.0,,,,,,77.0
26,"Parker, Luke",16,8,10,26,2,1.0,,5.0,,6.0,5.0,6.0,1.0,1.0,1.0,13.0,13.0,,1.0,2.0,,1.0,88.0
24,"Rampe, Dane",4,2,4,8,,,,2.0,1.0,,1.0,3.0,1.0,3.0,,4.0,5.0,,,3.0,,,89.0
20,"Reid, Sam",5,1,7,12,,1.0,7.0,3.0,,3.0,,,1.0,,,8.0,4.0,1.0,1.0,3.0,,,74.0
25,"Ronke, Ben",11,3,8,19,1,2.0,,4.0,,5.0,,3.0,,1.0,,8.0,10.0,,1.0,1.0,,2.0,81.0
8,"Rowbottom, James",13,4,10,23,,,,5.0,4.0,5.0,2.0,3.0,,1.0,,7.0,17.0,,,2.0,,1.0,79.0
1,"Warner, Chad",6,1,14,20,2,,,,,2.0,4.0,2.0,1.0,1.0,,6.0,14.0,,1.0,,1.0,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,243,103,142,385,18,13.0,34.0,51.0,19.0,65.0,35.0,56.0,20.0,19.0,6.0,148.0,239.0,11.0,15.0,46.0,6.0,14.0,
Opposition,Opposition,199,89,114,313,9,4.0,25.0,57.0,47.0,29.0,27.0,54.0,19.0,20.0,,111.0,194.0,5.0,6.0,41.0,1.0,3.0,
