Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",7,1,6,13,,,,,,3.0,1.0,1.0,,,,,,,,,,,
10,"Ashcroft, Marcus",22,5,6,28,1,1.0,,1.0,4.0,5.0,8.0,2.0,,,,,,,,,,,
17,"Bartlett, Trent",2,1,,2,,,,,1.0,,,,,,,,,,,,,,
25,"Bews, Andrew",10,2,8,18,,,,1.0,4.0,1.0,1.0,4.0,1.0,2.0,,,,,,,,,
20,"Black, Simon",11,5,7,18,,,,2.0,,7.0,4.0,1.0,,,,,,,,,,,
36,"Bradshaw, Daniel",8,3,1,9,,,,,4.0,1.0,,,2.0,1.0,,,,,,,,,
37,"Carter, Nick",2,,4,6,,,,1.0,,1.0,3.0,,,2.0,,,,,,,,,
16,"Clarke, Matthew",6,3,5,11,,,21.0,,1.0,2.0,2.0,,1.0,1.0,,,,,,,,,
2,"Johnson, Chris",5,2,3,8,1,1.0,,,,,,,1.0,,,,,,,,,,
41,"Kennedy, Matthew",8,5,2,10,,1.0,,1.0,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,
44,"Lappin, Nigel",11,4,2,13,1,1.0,,1.0,4.0,3.0,,2.0,,1.0,,,,,,,,,
15,"Lawrence, Steven",8,4,8,16,1,,,1.0,1.0,3.0,4.0,1.0,,,,,,,,,,,
23,"Leppitsch, Justin",7,4,,7,3,2.0,,1.0,,2.0,,1.0,,4.0,,,,,,,,,
11,"Lynch, Alastair",9,2,3,12,,,,1.0,8.0,1.0,1.0,1.0,2.0,,,,,,,,,,
42,"Lynch, Tristan",13,4,4,17,,1.0,,1.0,2.0,6.0,,,2.0,,,,,,,,,,
21,"OBree, Shane",15,5,6,21,,,,,3.0,7.0,3.0,2.0,,2.0,,,,,,,,,
6,"Power, Luke",14,3,5,19,3,,,1.0,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,
28,"Robbins, Ben",2,2,,2,,,,,1.0,,,,1.0,,,,,,,,,,
22,"Scott, Chris",7,2,3,10,2,,,1.0,,1.0,1.0,,,,,,,,,,,,
38,"Scott, Dion",6,6,3,9,2,1.0,2.0,,,,,1.0,,,,,,,,,,,
3,"Voss, Michael",12,10,14,26,,1.0,,,,3.0,5.0,3.0,1.0,1.0,1.0,,,,,,,,
33,"White, Darryl",9,4,9,18,,,1.0,2.0,,3.0,1.0,3.0,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,77,99,293,14,13.0,24.0,15.0,35.0,53.0,37.0,24.0,13.0,16.0,1.0,,,,,,,,
Opposition,Opposition,183,56,115,298,20,15.0,25.0,28.0,30.0,63.0,43.0,23.0,16.0,13.0,5.0,,,,,,,,
