Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",28y 56d,187 (120-0-67 64.17%),109 (0.58),←,
12,"Blakey, John",34y 299d,332 (179-0-153 53.92%),107 (0.32),197 (127-0-70 64.47%),69 (0.35)
22,"Burton, Matthew",31y,100 (38-0-62 38.00%),42 (0.42),30 (16-0-14 53.33%),10 (0.33)
23,"Clayton, Shane",22y 207d,74 (39-0-35 52.70%),23 (0.31),56 (37-0-19 66.07%),22 (0.39)
45,"Cochrane, Stuart",22y 303d,20 (9-0-11 45.00%),3 (0.15),←,
2,"Colbert, Leigh",25y 346d,126 (73-1-52 58.33%),60 (0.48),21 (11-0-10 52.38%),10 (0.48)
6,"Grant, Shannon",24y 30d,139 (87-1-51 62.95%),160 (1.15),81 (55-0-26 67.90%),122 (1.51)
29,"Harvey, Brent",23y 5d,95 (64-0-31 67.37%),106 (1.12),←,
34,"King, David",29y 73d,164 (108-0-56 65.85%),80 (0.49),←,
4,"Martyn, Mick",32y 261d,262 (156-1-105 59.73%),15 (0.06),←,
5,"McCartney, Jason",27y 66d,153 (86-0-67 56.21%),53 (0.35),78 (52-0-26 66.67%),5 (0.06)
31,"McKernan, Corey",27y 151d,168 (113-0-55 67.26%),202 (1.20),←,
8,"McLaren, Joe",23y 159d,60 (23-1-36 39.17%),36 (0.60),3 (2-0-1 66.67%),3 (1.00)
44,"Motlop, Shannon",22y 274d,30 (20-0-10 66.67%),19 (0.63),←,
20,"Petrie, Drew",18y 216d,5 (2-0-3 40.00%),,←,
28,"Pickett, Byron",23y 281d,84 (56-0-28 66.67%),10 (0.12),←,
3,"Rawlings, Brady",19y 343d,25 (19-0-6 76.00%),6 (0.24),←,
26,"Rocca, Saverio",27y 180d,163 (72-2-89 44.79%),528 (3.24),7 (2-0-5 28.57%),14 (2.00)
7,"Simpson, Adam",25y 92d,123 (85-0-38 69.11%),40 (0.33),←,
9,"Sinclair, Jess",22y 266d,57 (15-0-42 26.32%),28 (0.49),7 (2-0-5 28.57%),2 (0.29)
38,"Smith, Lindsay",21y 80d,1 (1-0-0 100.00%),1 (1.00),←,
10,"Stevens, Anthony",29y 321d,226 (139-0-87 61.50%),102 (0.45),←,
Totals,Totals,25y 232d,2594 (1504-6-1084 57.98%),1730 (0.67),,
C,"Pagan, Denis",53y 237d,203 (132-0-71 65.02%),,←,
