Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",6,5,2,8,2,,,3.0,,,,1.0,1.0,,,3.0,6.0,,2.0,,,,80.0
15,"Anderson, Noah",20,8,15,35,,1.0,,3.0,3.0,6.0,7.0,4.0,2.0,2.0,,11.0,23.0,,1.0,,2.0,,85.0
31,"Andrew, Mac",7,5,1,8,,,,2.0,1.0,1.0,,,2.0,,,3.0,6.0,1.0,,2.0,,,82.0
2 ↑,"Atkins, Rory",8,4,6,14,,,,2.0,6.0,,2.0,,,,,5.0,7.0,,,,,,47.0
10,"Ballard, Charlie",13,10,5,18,,,,2.0,4.0,,1.0,6.0,1.0,3.0,,9.0,8.0,3.0,,6.0,,,94.0
30,"Casboult, Levi",6,6,,6,,,5.0,,,2.0,,1.0,,1.0,,2.0,4.0,2.0,,5.0,,,88.0
25,"Collins, Sam",8,6,3,11,,,,2.0,1.0,1.0,,3.0,,,,3.0,9.0,,,15.0,,,100.0
4,"Ellis, Brandon",14,9,4,18,,,,1.0,1.0,4.0,,4.0,,1.0,,5.0,12.0,1.0,1.0,,,,94.0
8,"Fiorini, Brayden",17,9,4,21,,1.0,,2.0,2.0,6.0,,1.0,,,,2.0,18.0,,1.0,,,,78.0
3,"Flanders, Sam",11,6,16,27,,1.0,,4.0,1.0,1.0,4.0,1.0,1.0,,,14.0,11.0,,,,,,78.0
7,"Holman, Nick",3,1,3,6,,1.0,,3.0,1.0,1.0,,3.0,1.0,2.0,,4.0,2.0,,,,,,82.0
19,"Humphrey, Bailey",7,1,4,11,,1.0,,3.0,2.0,3.0,2.0,1.0,,,,6.0,5.0,,,,,1.0,75.0
34,"King, Ben",4,3,2,6,,1.0,,,,2.0,,1.0,1.0,,,4.0,2.0,1.0,1.0,,,,82.0
22,"Long, Ben",3,1,3,6,,,,,1.0,,,2.0,,,,1.0,4.0,,,3.0,1.0,,83.0
13,"Lukosius, Jack",12,7,2,14,,,,1.0,,7.0,,4.0,,2.0,,3.0,11.0,,,5.0,,1.0,86.0
44,"Macpherson, Darcy",13,5,9,22,,,,2.0,4.0,,1.0,1.0,2.0,,,6.0,16.0,,,2.0,,,74.0
47 ↓,"Oea, Hewago",2,1,1,3,1,,,1.0,,1.0,1.0,,,,,2.0,1.0,,1.0,,,,40.0
27,"Powell, Wil",25,8,2,27,,,,1.0,12.0,3.0,,3.0,1.0,1.0,,1.0,14.0,,,2.0,2.0,,82.0
41,"Rosas, Malcolm",5,2,3,8,,2.0,,4.0,,1.0,1.0,1.0,,,,5.0,4.0,,1.0,1.0,,,67.0
18,"Rowell, Matt",9,,11,20,2,,,8.0,1.0,2.0,9.0,3.0,2.0,,,17.0,4.0,,,1.0,,,83.0
24,"Swallow, David",10,3,5,15,,,,2.0,,4.0,,3.0,,2.0,,2.0,13.0,,,1.0,,,70.0
14,"Weller, Lachie",11,5,3,14,,1.0,,4.0,3.0,,,5.0,2.0,4.0,,3.0,10.0,,,,,1.0,68.0
28,"Witts, Jarrod",7,1,4,11,,,29.0,2.0,1.0,,3.0,6.0,,3.0,,8.0,3.0,1.0,,4.0,,1.0,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,106,108,329,5,12.0,34.0,52.0,44.0,45.0,31.0,54.0,16.0,21.0,,119.0,193.0,9.0,8.0,47.0,5.0,4.0,
Opposition,Opposition,231,92,173,404,18,12.0,25.0,61.0,39.0,62.0,34.0,54.0,21.0,16.0,6.0,146.0,240.0,14.0,16.0,54.0,12.0,13.0,
