Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",28y 228d,168 (88-5-75 53.87%),139 (0.83),←,
5,"Buckley, Nathan",23y 289d,71 (27-2-42 39.44%),70 (0.99),51 (23-2-26 47.06%),49 (0.96)
17,"Burns, Scott",21y 139d,27 (12-1-14 46.30%),3 (0.11),←,
28,"Crosisca, Gavin",27y 238d,168 (96-5-67 58.63%),49 (0.29),←,
39,"Crow, Scott",22y 144d,20 (10-0-10 50.00%),4 (0.20),7 (4-0-3 57.14%),2 (0.29)
24,"Curran, Chris",21y 281d,14 (8-2-4 64.29%),5 (0.36),←,
9,"Francis, Matthew",25y 255d,23 (7-0-16 30.43%),14 (0.61),4 (3-0-1 75.00%),1 (0.25)
2,"Francis, Tony",27y 39d,109 (63-2-44 58.72%),72 (0.66),←,
23,"Kelly, Craig",29y 329d,117 (66-3-48 57.69%),43 (0.37),←,
27,"McDonald, Alex",26y 87d,53 (30-0-23 56.60%),31 (0.58),7 (4-0-3 57.14%),7 (1.00)
1,"Monkhorst, Damian",26y 263d,145 (84-4-57 59.31%),29 (0.20),←,
6,"Patterson, Stephen",25y 127d,26 (12-1-13 48.08%),32 (1.23),←,
16,"Pitt, Steven",22y 293d,4 (2-0-2 50.00%),1 (0.25),←,
3,"Richardson, Mark",23y 192d,37 (21-1-15 58.11%),42 (1.14),←,
36,"Rocca, Saverio",22y 172d,78 (41-2-35 53.85%),274 (3.51),←,
29,"Russell, Scott",26y 3d,131 (77-3-51 59.92%),81 (0.62),←,
12,"Schauble, Andrew",19y 175d,10 (6-0-4 60.00%),3 (0.30),←,
30,"Sharkey, Paul",21y 337d,13 (6-0-7 46.15%),1 (0.08),←,
14,"Watson, Shane",22y 83d,80 (40-1-39 50.63%),48 (0.60),←,
10,"Williams, Paul",23y 37d,99 (52-2-45 53.54%),116 (1.17),←,
19,"Wright, Graham",27y 339d,158 (98-4-56 63.29%),97 (0.61),←,
Totals,Totals,24y 210d,1551 (846-38-667 54.55%),1154 (0.74),,
C,"Shaw, Tony",35y 292d,7 (4-0-3 57.14%),,←,
