Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Brayshaw, Angus",7,2,5,12,,,,2.0,,2.0,1.0,3.0,2.0,,,9,3,,,2.0,,,77.0
18,"Cross, Daniel",9,4,15,24,,,,6.0,2.0,2.0,2.0,3.0,3.0,1.0,,11,13,,,5.0,,,87.0
6,"Dawes, Chris",9,4,8,17,1.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,,,4,14,,1.0,1.0,,1.0,89.0
14,"Dunn, Lynden",10,4,4,14,,,,5.0,3.0,2.0,,4.0,1.0,2.0,,5,9,1.0,,7.0,1.0,,95.0
20,"Garland, Colin",8,3,2,10,,,,1.0,6.0,2.0,1.0,2.0,,1.0,,4,8,,,8.0,,,93.0
36,"Garlett, Jeff",5,1,2,7,1.0,1.0,,2.0,,2.0,1.0,2.0,,,,4,3,,1.0,,,,82.0
11,"Gawn, Max",5,6,8,13,1.0,,32.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,,8,6,2.0,1.0,1.0,,,91.0
31,"Grimes, Jack",14,3,14,28,,1.0,,2.0,6.0,2.0,2.0,4.0,2.0,3.0,,6,22,,,2.0,1.0,,84.0
43,"Harmes, James",4,2,9,13,,,,1.0,,2.0,,3.0,,2.0,,4,10,,,,,,80.0
1,"Hogan, Jesse",4,4,3,7,1.0,2.0,,1.0,,,,2.0,1.0,,,5,2,3.0,2.0,2.0,,,94.0
38,"Howe, Jeremy",16,11,6,22,,1.0,,2.0,7.0,2.0,,1.0,,,,4,17,2.0,,4.0,1.0,,87.0
39,"Jetta, Neville",6,3,14,20,,,,4.0,,1.0,,6.0,,4.0,,7,14,,,,,,89.0
2,"Jones, Nathan",13,2,13,26,1.0,,,4.0,1.0,5.0,6.0,1.0,2.0,,,9,16,,,2.0,,,80.0
8,"Lumumba, Heritier",9,5,8,17,,,1.0,2.0,3.0,2.0,,1.0,,,,1,15,1.0,,2.0,,,95.0
25,"McDonald, Tom",7,9,8,15,,,,,2.0,1.0,,2.0,1.0,2.0,,6,10,3.0,,2.0,1.0,1.0,90.0
22 ↑,"Michie, Viv",6,1,3,9,,1.0,,2.0,,2.0,1.0,,2.0,,,3,6,,,,,1.0,29.0
15,"Stretch, Billy",3,1,5,8,,,,3.0,1.0,,,1.0,,1.0,,2,6,,,,,1.0,80.0
12,"Tyson, Dom",8,3,16,24,1.0,2.0,,4.0,2.0,4.0,1.0,2.0,,1.0,,5,20,,,1.0,,,80.0
37 ↓,"Vandenberg, Aaron",3,1,2,5,,,,4.0,2.0,1.0,,3.0,1.0,2.0,,2,3,,,,,,52.0
23,"Vince, Bernie",11,2,15,26,,,1.0,4.0,1.0,5.0,2.0,4.0,,3.0,,10,17,,,,,,85.0
7,"Viney, Jack",11,3,20,31,,1.0,,3.0,1.0,2.0,7.0,3.0,3.0,2.0,1.0,20,9,1.0,,,,,84.0
4,"Watts, Jack",10,4,15,25,,,2.0,3.0,2.0,2.0,1.0,6.0,,4.0,,3,21,,,,,,76.0
Totals,Totals,178,78,195,373,6.0,10.0,40.0,58.0,41.0,44.0,30.0,61.0,22.0,32.0,1.0,132,244,13.0,5.0,39.0,4.0,4.0,
Opposition,Opposition,222,104,118,340,12.0,11.0,25.0,83.0,36.0,57.0,35.0,50.0,32.0,22.0,5.0,140,203,13.0,8.0,42.0,11.0,7.0,
