Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
23,"Franklin, Lance",30y 186d,266 (169-1-96 63.72%),839 (3.15),84 (60-0-24 71.43%),259 (3.08)
39,"Grundy, Heath",31y 63d,232 (146-2-84 63.36%),23 (0.10),←,
4,"Hannebery, Dan",26y 161d,189 (123-2-64 65.61%),94 (0.50),←,
9,"Hayward, Will",18y 282d,14 (7-0-7 50.00%),17 (1.21),←,
5,"Heeney, Isaac",21y 91d,53 (38-0-15 71.70%),56 (1.06),←,
29,"Hewett, George",21y 218d,43 (30-0-13 69.77%),27 (0.63),←,
15,"Jack, Kieren",30y 37d,224 (140-3-81 63.17%),150 (0.67),←,
10,"Jones, Zak",22y 142d,49 (29-0-20 59.18%),12 (0.24),←,
44,"Lloyd, Jake",23y 318d,87 (62-0-25 71.26%),22 (0.25),←,
3,"McVeigh, Jarrad",32y 119d,295 (184-4-107 63.05%),196 (0.66),←,
43,"Melican, Lewis",20y 273d,14 (10-0-4 71.43%),1 (0.07),←,
14,"Mills, Callum",20y 124d,41 (26-0-15 63.41%),1 (0.02),←,
28,"Newman, Nic",24y 201d,16 (10-0-6 62.50%),6 (0.38),←,
41,"Papley, Tom",21y 22d,36 (26-0-10 72.22%),54 (1.50),←,
26,"Parker, Luke",24y 283d,146 (98-1-47 67.47%),114 (0.78),←,
24,"Rampe, Dane",27y 63d,110 (77-1-32 70.45%),6 (0.05),←,
20,"Reid, Sam",25y 220d,115 (79-2-34 69.57%),118 (1.03),←,
16,"Rohan, Gary",26y 58d,90 (59-1-30 66.11%),80 (0.89),←,
18,"Sinclair, Callum",27y 315d,59 (42-1-16 72.03%),38 (0.64),30 (20-0-10 66.67%),20 (0.67)
40,"Smith, Nick",29y 53d,186 (118-2-66 63.98%),10 (0.05),←,
8,"Tippett, Kurt",30y 88d,175 (101-0-74 57.71%),321 (1.83),71 (48-0-23 67.61%),133 (1.87)
22,"Towers, Dean",27y 92d,44 (32-0-12 72.73%),23 (0.52),←,
Totals,Totals,25y 221d,2484 (1606-20-858 64.65%),2208 (0.89),,
C,"Longmire, John",46y 216d,168 (113-2-53 67.86%),,←,
