Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Brown, Gavin",13,9,20,33,1,,,5.0,,,,,1.0,,2.0,,,,,,,,
5,"Buckley, Nathan",12,5,9,21,,,1.0,1.0,,,,,1.0,,,,,,,,,,
24,"Butcher, Kent",6,1,2,8,,,,1.0,,,,,2.0,1.0,,,,,,,,,
15,"Hassall, Jon",13,2,5,18,1,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
11,"Houlihan, Damian",4,4,8,12,,,1.0,4.0,,,,,1.0,4.0,,,,,,,,,
51,"James, Aaron",,,,,,,,,,,,,,1.0,,,,,,,,,
8,"James, Brett",4,4,9,13,3,1.0,,1.0,,,,,1.0,,,,,,,,,,
23,"Kelly, Craig",4,5,8,12,,,,2.0,,,,,1.0,1.0,,,,,,,,,
44,"Kerrison, Shane",11,2,8,19,,1.0,1.0,5.0,,,,,3.0,1.0,,,,,,,,,
12,"McCartney, Jason",8,6,4,12,,,2.0,1.0,,,,,1.0,2.0,,,,,,,,,
34,"McGuane, Mick",11,4,4,15,2,,,1.0,,,,,2.0,1.0,1.0,,,,,,,,
1,"Monkhorst, Damian",6,5,7,13,,,13.0,1.0,,,,,3.0,2.0,3.0,,,,,,,,
18,"Plain, Bradley",14,4,6,20,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
13,"Richardson, Alan",13,3,3,16,,,,1.0,,,,,1.0,,,,,,,,,,
36,"Rocca, Saverio",11,9,3,14,5,3.0,1.0,3.0,,,,,,,,,,,,,,,
29,"Russell, Scott",1,,2,3,,,,,,,,,,1.0,,,,,,,,,
41,"Ryan, Stephen",10,5,2,12,1,1.0,3.0,,,,,,1.0,2.0,,,,,,,,,
27,"Staritski, Justin",,,,,,,,,,,,,,,,,,,,,,,
14,"Watson, Shane",13,10,11,24,,1.0,,,,,,,2.0,,,,,,,,,,
10,"Williams, Paul",10,5,3,13,2,1.0,,5.0,,,,,,1.0,,,,,,,,,
19,"Wright, Graham",12,6,6,18,1,,,2.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,89,120,296,16,14.0,22.0,37.0,,,,,22.0,21.0,6.0,,,,,,,,
Opposition,Opposition,161,66,69,230,10,14.0,15.0,25.0,,,,,21.0,22.0,,,,,,,,,
