Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Chick, Daniel",7,3.0,5.0,12,1.0,,,2.0,,,,,,3.0,,,,,,,,,
5,"Collins, Andrew",4,1.0,8.0,12,,,,3.0,,,,,1.0,,,,,,,,,,
3,"Condon, Anthony",17,5.0,4.0,21,1.0,,2.0,1.0,,,,,3.0,5.0,,,,,,,,,
26,"Cooper, Paul",12,3.0,10.0,22,,,,,,,,,2.0,,,,,,,,,,
9,"Crawford, Shane",12,4.0,9.0,21,1.0,,,3.0,,,,,1.0,,,,,,,,,,
19,"Dunstall, Jason",12,8.0,3.0,15,8.0,2.0,,1.0,,,,,1.0,,2.0,,,,,,,,
34,"Graham, Mark",11,9.0,3.0,14,,,,1.0,,,,,,,,,,,,,,,
15,"Harford, Daniel",7,2.0,8.0,15,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,,
2,"Holland, Nick",7,4.0,,7,,2.0,5.0,1.0,,,,,,2.0,,,,,,,,,
1,"Jencke, Ray",7,,1.0,8,,,,,,,,,4.0,,,,,,,,,,
24,"Langford, Chris",9,2.0,2.0,11,,,2.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,
7,"McCabe, Luke",5,3.0,2.0,7,1.0,,,,,,,,1.0,,,,,,,,,,
8,"Minton-Connell, Simon",8,6.0,5.0,13,2.0,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,
44,"Platten, John",12,3.0,10.0,22,1.0,,,,,,,,1.0,1.0,3.0,,,,,,,,
18,"Pritchard, Darrin",8,3.0,9.0,17,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,
4,"Salmon, Paul",6,4.0,3.0,9,,,12.0,1.0,,,,,,,,,,,,,,,
21,"Stevenson, Shayne",9,4.0,1.0,10,1.0,,,,,,,,,,,,,,,,,,
25,"Taylor, Jason",8,5.0,3.0,11,,,,1.0,,,,,,,,,,,,,,,
6,"Taylor, Richard",10,,6.0,16,1.0,,,4.0,,,,,1.0,3.0,,,,,,,,,
33,"Treleven, Craig",16,9.0,9.0,25,,,,2.0,,,,,,3.0,,,,,,,,,
30,"Woods, Tony",7,3.0,7.0,14,,,,2.0,,,,,,,,,,,,,,,
Totals,Totals,194,81.0,108.0,302,19.0,8.0,21.0,29.0,,,,,19.0,19.0,6.0,,,,,,,,
Opposition,Opposition,168,64.0,97.0,265,10.0,11.0,22.0,21.0,,,,,19.0,19.0,,,,,,,,,
