Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
10,"Betheras, Rupert",26y 140d,55 (19-0-36 34.55%),16 (0.29),←,
5,"Buckley, Nathan",29y 260d,186 (68-2-116 37.10%),190 (1.02),166 (64-2-100 39.16%),169 (1.02)
17,"Burns, Scott",27y 110d,116 (43-1-72 37.50%),50 (0.43),←,
8,"Clement, James",25y 220d,107 (37-0-70 34.58%),45 (0.42),23 (11-0-12 47.83%),7 (0.30)
34,"Cloke, Jason",19y 341d,2 (1-0-1 50.00%),1 (0.50),←,
1,"Davis, Leon",20y 299d,36 (14-0-22 38.89%),33 (0.92),←,
19,"Davis, Nick",22y 13d,54 (19-0-35 35.19%),56 (1.04),←,
25,"Fraser, Josh",20y 97d,45 (19-0-26 42.22%),28 (0.62),←,
9,"Freeborn, Glenn",29y 65d,115 (59-0-56 51.30%),60 (0.52),60 (21-0-39 35.00%),33 (0.55)
6,"Holland, Brodie",22y 99d,60 (20-0-40 33.33%),76 (1.27),24 (12-0-12 50.00%),39 (1.63)
26,"Johnson, Ben",21y 7d,33 (16-0-17 48.48%),10 (0.30),←,
28,"Kinnear, Ben",23y 44d,38 (13-0-25 34.21%),7 (0.18),←,
18,"Licuria, Paul",24y 98d,70 (23-0-47 32.86%),16 (0.23),60 (21-0-39 35.00%),14 (0.23)
24,"Lockyer, Tarkyn",22y 164d,59 (22-0-37 37.29%),29 (0.49),←,
37,"Lonie, Ryan",19y 39d,23 (11-0-12 47.83%),11 (0.48),←,
35,"Prestigiacomo, Simon",24y 71d,93 (32-0-61 34.41%),2 (0.02),←,
3,"Richardson, Mark",29y 163d,135 (54-1-80 40.37%),81 (0.60),←,
21,"Rintoul, Chad",27y 255d,76 (37-1-38 49.34%),31 (0.41),14 (5-0-9 35.71%),5 (0.36)
23,"Rocca, Anthony",24y 240d,121 (47-0-74 38.84%),174 (1.44),99 (36-0-63 36.36%),163 (1.65)
29,"Scotland, Heath",21y 265d,27 (6-0-21 22.22%),3 (0.11),←,
15,"Steinfort, Carl",25y 11d,84 (42-0-42 50.00%),23 (0.27),19 (9-0-10 47.37%),4 (0.21)
14,"Wakelin, Shane",27y 243d,118 (53-2-63 45.76%),19 (0.16),24 (12-0-12 50.00%),
Totals,Totals,24y 98d,1653 (655-7-991 39.62%),961 (0.58),,
C,"Malthouse, Mick",48y 238d,425 (242-4-179 57.41%),,47 (19-0-28 40.43%),
