Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Bickley, Mark",16,5,6,22,2,,,,,,,,3.0,4.0,,,,,,,,,
21,"Brown, David",8,1,7,15,1,,,1.0,,,,,,,,,,,,,,,
34,"Hart, Ben",2,3,2,4,,,,1.0,,,,,,1.0,,,,,,,,,
3,"Hart, Darel",12,1,5,17,1,,,3.0,,,,,1.0,2.0,,,,,,,,,
29,"Ingerson, Anthony",5,2,2,7,2,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
2,"Jarman, Andrew",19,4,16,35,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
13,"Lee, Scott",16,7,3,19,2,3.0,,1.0,,,,,,1.0,,,,,,,,,
27,"Liptak, Matthew",15,6,12,27,1,2.0,,,,,,,3.0,4.0,,,,,,,,,
16,"Marshall, David",17,5,7,24,,,,,,,,,2.0,1.0,,,,,,,,,
18,"Maynard, Rodney",6,6,10,16,,,,,,,,,1.0,1.0,,,,,,,,,
10,"McDermott, Chris",21,3,13,34,2,1.0,,1.0,,,,,2.0,3.0,,,,,,,,,
11,"McGuinness, Tony",22,,11,33,2,,,3.0,,,,,1.0,1.0,,,,,,,,,
25,"Mickan, Mark",4,5,5,9,,,3.0,1.0,,,,,1.0,,,,,,,,,,
22,"Murphy, Michael",1,1,1,2,1,,,,,,,,,,,,,,,,,,
52,"Rehn, Shaun",12,10,9,21,,,11.0,,,,,,4.0,2.0,,,,,,,,,
40,"Schwerdt, Stephen",14,6,6,20,,,,2.0,,,,,1.0,1.0,,,,,,,,,
7,"Smart, Nigel",5,1,5,10,,,,1.0,,,,,3.0,1.0,,,,,,,,,
28,"Smith, Darren",1,1,1,2,,,,1.0,,,,,,,,,,,,,,,
4,"Tasker, Sean",4,1,5,9,,,1.0,2.0,,,,,,,,,,,,,,,
33,"Weidemann, Wayne",10,5,5,15,,,,2.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,73,131,341,15,13.0,16.0,22.0,,,,,25.0,25.0,,,,,,,,,
Opposition,Opposition,229,92,92,321,15,12.0,16.0,29.0,,,,,25.0,25.0,6.0,,,,,,,,
