Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",14,3,9,23,,,,4.0,,,,,1.0,,,,,,,,,,
35,"Baxter, Darren",19,10,11,30,1,,,1.0,,,,,,2.0,,,,,,,,,
6,"Campbell, Tony",9,3,3,12,,,,,,,,,3.0,1.0,,,,,,,,,
20,"Coleman, Glenn",14,9,11,25,1,,3.0,4.0,,,,,2.0,3.0,,,,,,,,,
26,"Del-Re, Danny",7,5,5,12,,2.0,,,,,,,2.0,,,,,,,,,,
29,"Grant, Chris",6,3,3,9,1,3.0,,2.0,,,,,2.0,4.0,,,,,,,,,
7,"Hawkins, Doug",25,7,8,33,2,,,1.0,,,,,2.0,2.0,,,,,,,,,
21,"Kolyniuk, Steven",9,3,3,12,4,3.0,,1.0,,,,,,4.0,,,,,,,,,
46,"Kretiuk, Steven",12,7,9,21,,,,4.0,,,,,2.0,2.0,,,,,,,,,
39,"Liberatore, Tony",8,2,13,21,1,,,8.0,,,,,1.0,3.0,,,,,,,,,
27,"Macpherson, Stephen",13,2,10,23,,,,1.0,,,,,,1.0,,,,,,,,,
25,"Mansfield, Matthew",13,2,6,19,,,,4.0,,,,,2.0,3.0,,,,,,,,,
2,"Reynolds, Keenan",14,3,6,20,,,,3.0,,,,,1.0,3.0,,,,,,,,,
33,"Royal, Brian",10,2,1,11,2,2.0,,1.0,,,,,2.0,,,,,,,,,,
34,"Sexton, Ben",14,2,3,17,,,,2.0,,,,,,1.0,,,,,,,,,
31,"Smith, Rohan",4,1,1,5,,,,,,,,,1.0,,,,,,,,,,
17,"Standfield, Barry",16,4,10,26,1,,2.0,,,,,,6.0,3.0,,,,,,,,,
8,"Toohey, Bernard",6,8,13,19,,,,1.0,,,,,2.0,2.0,,,,,,,,,
24,"Wallis, Stephen",9,3,5,14,2,,,2.0,,,,,1.0,,,,,,,,,,
15,"Wynd, Scott",8,10,19,27,,,19.0,1.0,,,,,3.0,3.0,2.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,230,89,149,379,15,13.0,24.0,40.0,,,,,33.0,37.0,2.0,,,,,,,,
Opposition,Opposition,195,60,102,297,8,9.0,11.0,40.0,,,,,37.0,33.0,4.0,,,,,,,,
