Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
28,"Bell, Tom",6,1,3,9,1,,,5.0,,1.0,2.0,2.0,,,,6.0,2.0,,1.0,2.0,,2.0,75.0
7,"Buckley, Dylan",8,5,8,16,,,,2.0,,2.0,1.0,,,,,2.0,13.0,,,2.0,,,75.0
41,"Casboult, Levi",5,8,9,14,1,2.0,5.0,,,,2.0,1.0,,1.0,,5.0,8.0,3.0,3.0,2.0,,,87.0
15,"Docherty, Sam",9,6,4,13,,,,1.0,3.0,,1.0,,,,,2.0,11.0,,1.0,2.0,,,76.0
33,"Everitt, Andrejs",13,12,10,23,1,1.0,,2.0,1.0,6.0,1.0,2.0,1.0,,,5.0,18.0,,2.0,3.0,1.0,2.0,90.0
38,"Garlett, Jeff",7,2,,7,1,,,3.0,,2.0,,3.0,,,,2.0,5.0,,2.0,1.0,,,85.0
4,"Gibbs, Bryce",9,4,9,18,1,,,3.0,,2.0,5.0,3.0,,1.0,,5.0,13.0,,,3.0,2.0,,78.0
23,"Henderson, Lachie",3,2,3,6,2,,,,,1.0,,,1.0,,,5.0,2.0,1.0,1.0,1.0,,,96.0
40,"Jamison, Michael",9,4,3,12,,,,2.0,4.0,,,2.0,1.0,,,3.0,11.0,,,5.0,,,98.0
9 ↓,"Lucas, Kane",2,2,4,6,,,,2.0,2.0,1.0,,1.0,,1.0,,1.0,5.0,,,1.0,,,58.0
14,"McLean, Brock",13,1,6,19,1,,,2.0,1.0,2.0,2.0,1.0,1.0,,,6.0,13.0,,,2.0,,,76.0
2 ↑,"Menzel, Troy",2,,2,4,,1.0,,1.0,,,,1.0,,,,1.0,3.0,,,,,,30.0
3,"Murphy, Marc",12,1,8,20,,,,5.0,1.0,5.0,7.0,3.0,5.0,2.0,,7.0,10.0,,,1.0,2.0,,76.0
12,"Robinson, Mitch",9,6,5,14,1,1.0,,3.0,,2.0,1.0,3.0,1.0,2.0,,8.0,7.0,2.0,3.0,1.0,1.0,1.0,84.0
17,"Rowe, Sam",7,5,6,13,,,,1.0,4.0,,,7.0,,3.0,,6.0,8.0,,,9.0,,,100.0
29,"Scotland, Heath",13,2,6,19,,1.0,,6.0,1.0,2.0,1.0,3.0,,1.0,,5.0,15.0,,,,1.0,,90.0
6,"Simpson, Kade",13,5,11,24,,1.0,,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,10.0,12.0,,,3.0,1.0,1.0,85.0
39,"Thomas, Dale",11,6,2,13,,,,3.0,1.0,2.0,1.0,2.0,1.0,,,6.0,6.0,1.0,,,,,76.0
42,"Tuohy, Zach",10,2,12,22,,,,,5.0,2.0,2.0,,1.0,,,11.0,8.0,1.0,,4.0,1.0,,92.0
1,"Walker, Andrew",14,5,10,24,,,,2.0,8.0,,,2.0,1.0,1.0,,4.0,18.0,,,3.0,1.0,,96.0
11,"Warnock, Robert",10,,3,13,1,,24.0,1.0,2.0,3.0,7.0,2.0,2.0,1.0,,11.0,2.0,,,6.0,,,85.0
43,"White, Simon",11,9,5,16,,,1.0,2.0,,5.0,,2.0,2.0,,,6.0,10.0,1.0,,3.0,,1.0,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,88,129,325,10,10.0,30.0,49.0,37.0,40.0,34.0,41.0,18.0,14.0,,117.0,200.0,9.0,13.0,54.0,10.0,7.0,
Opposition,Opposition,207,80,134,341,14,20.0,35.0,65.0,24.0,54.0,38.0,41.0,14.0,18.0,6.0,131.0,203.0,9.0,17.0,48.0,8.0,10.0,
