Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
2,"Bellchambers, Tom",6,3,2,8,1,,19.0,2.0,,2.0,3.0,1.0,2.0,,,3.0,4.0,1.0,1.0,2.0,,,85.0
37,"Clarke, Dylan",5,2,6,11,,,,5.0,2.0,1.0,1.0,2.0,1.0,1.0,,5.0,6.0,1.0,,1.0,,,64.0
12,"Cutler, Tom",6,2,4,10,1,1.0,,1.0,1.0,2.0,,4.0,1.0,1.0,,4.0,6.0,,,,,,78.0
10,"Francis, Aaron",9,4,4,13,,,,,4.0,1.0,,1.0,,,,1.0,10.0,,,11.0,,,98.0
8,"Gleeson, Martin",7,6,6,13,,,,1.0,3.0,1.0,,2.0,1.0,1.0,,5.0,7.0,1.0,,,,,85.0
35,"Guelfi, Matt",8,4,6,14,,,,1.0,3.0,2.0,1.0,4.0,,1.0,,7.0,6.0,,1.0,2.0,,,89.0
4,"Langford, Kyle",4,4,7,11,2,,,2.0,,,1.0,3.0,,1.0,,3.0,8.0,,3.0,1.0,,,86.0
43,"McDonald-Tipungwuti, Anthony",3,1,7,10,,,,3.0,,2.0,,,1.0,,,5.0,5.0,,,2.0,,1.0,81.0
1,"McGrath, Andrew",12,1,14,26,,,,2.0,2.0,2.0,6.0,1.0,3.0,,,9.0,15.0,,,1.0,,,79.0
45,"McKenna, Conor",6,2,2,8,,,,,,5.0,,1.0,,,,,8.0,,1.0,,3.0,2.0,84.0
44,"McKernan, Shaun",5,5,3,8,,1.0,6.0,,,2.0,,2.0,,2.0,,5.0,3.0,3.0,2.0,,,2.0,66.0
7,"Merrett, Zach",17,5,13,30,,,,,4.0,6.0,3.0,3.0,1.0,,,11.0,16.0,,,,,,83.0
3,"Parish, Darcy",13,2,7,20,,1.0,,8.0,1.0,4.0,2.0,3.0,1.0,,,9.0,11.0,,,,,1.0,81.0
27,"Redman, Mason",6,3,8,14,,,,1.0,3.0,2.0,,1.0,,,,5.0,9.0,,,,1.0,,76.0
14,"Ridley, Jordan",20,10,3,23,,,,,2.0,3.0,1.0,3.0,2.0,1.0,,8.0,14.0,2.0,,3.0,1.0,1.0,78.0
42,"Saad, Adam",8,2,8,16,,,,2.0,3.0,3.0,,3.0,,1.0,,4.0,13.0,,,8.0,1.0,,86.0
9,"Shiel, Dylan",16,4,10,26,,1.0,,4.0,1.0,5.0,6.0,1.0,1.0,,,11.0,14.0,,,,1.0,1.0,76.0
5,"Smith, Devon",4,2,8,12,,,,4.0,1.0,1.0,,2.0,1.0,,,4.0,9.0,,,,,1.0,85.0
40,"Snelling, Will",7,3,10,17,1,,,7.0,,1.0,2.0,5.0,,2.0,,5.0,12.0,,,1.0,,,90.0
17,"Stewart, James",8,5,2,10,3,1.0,,,,2.0,,,,,,3.0,6.0,3.0,3.0,,,,82.0
11,"Zaharakis, David",6,3,7,13,3,,,1.0,,1.0,,2.0,1.0,,2.0,7.0,7.0,,2.0,1.0,1.0,,79.0
30,"Zerk-Thatcher, Brandon",1,1,2,3,,,,1.0,,,,2.0,,1.0,,3.0,,1.0,,1.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,74,139,316,11,7.0,25.0,45.0,30.0,48.0,26.0,46.0,16.0,12.0,2.0,117.0,189.0,12.0,13.0,34.0,8.0,9.0,
Opposition,Opposition,165,64,82,247,11,7.0,31.0,42.0,36.0,43.0,32.0,40.0,12.0,16.0,4.0,114.0,126.0,7.0,10.0,40.0,2.0,6.0,
