Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
39,"Astbury, David",19y 85d,5 (0-0-5 0.00%),4 (0.80),←,
9,"Cotchin, Trent",20y 45d,33 (13-0-20 39.39%),12 (0.36),←,
32,"Cousins, Ben",31y 326d,258 (138-3-117 54.07%),211 (0.82),20 (4-0-16 20.00%),6 (0.30)
3,"Deledio, Brett",23y 34d,115 (40-3-72 36.09%),90 (0.78),←,
10,"Edwards, Shane",21y 209d,56 (13-3-40 25.89%),32 (0.57),←,
15,"Farmer, Mitch",21y 138d,10 (0-0-10 0.00%),1 (0.10),7 (0-0-7 0.00%),1 (0.14)
41,"Foley, Nathan",24y 256d,88 (28-2-58 32.95%),22 (0.25),←,
25,"Graham, Angus",23y 36d,20 (3-1-16 17.50%),7 (0.35),←,
28,"King, Jake",26y 57d,43 (8-3-32 22.09%),9 (0.21),←,
36,"Martin, Dustin",18y 330d,8 (0-0-8 0.00%),3 (0.38),←,
16,"McGuane, Luke",23y 99d,62 (16-2-44 27.42%),2 (0.03),←,
40,"Moore, Kelvin",26y 58d,74 (17-1-56 23.65%),11 (0.15),←,
26,"Nahas, Robin",22y 193d,26 (5-1-20 21.15%),29 (1.12),←,
47,"Nason, Ben",20y 353d,9 (0-0-9 0.00%),6 (0.67),←,
17,"Newman, Chris",28y 4d,162 (50-3-109 31.79%),22 (0.14),←,
18,"Rance, Alex",20y 225d,22 (2-1-19 11.36%),7 (0.32),←,
8,"Riewoldt, Jack",21y 203d,55 (16-2-37 30.91%),82 (1.49),←,
2,"Thursfield, Will",24y 33d,59 (17-3-39 31.36%),,←,
21,"Tuck, Shane",28y 149d,117 (38-3-76 33.76%),56 (0.48),←,
29,"Vickery, Ty",19y 356d,18 (3-1-14 19.44%),6 (0.33),←,
46,"Webberley, Jeromey",21y 314d,3 (0-0-3 0.00%),,←,
35,"White, Matt",23y 37d,59 (20-3-36 36.44%),23 (0.39),←,
Totals,Totals,23y 78d,1302 (427-35-840 32.80%),635 (0.49),,
C,"Hardwick, Damien",37y 277d,9 (0-0-9 0.00%),,←,
