Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",26y 132d,166 (74-0-92 44.58%),10 (0.06),←,
8,"Ashcroft, Will",18y 351d,6 (4-0-2 66.67%),3 (0.50),←,
33,"Bailey, Zac",23y 211d,100 (64-0-36 64.00%),97 (0.97),←,
7,"Berry, Jarrod",25y 76d,114 (61-0-53 53.51%),52 (0.46),←,
23,"Cameron, Charlie",28y 291d,182 (115-1-66 63.46%),321 (1.76),109 (68-0-41 62.39%),234 (2.15)
18,"Coleman, Keidean",23y 22d,46 (30-0-16 65.22%),12 (0.26),←,
3,"Daniher, Joe",29y 49d,157 (72-1-84 46.18%),289 (1.84),49 (32-0-17 65.31%),98 (2.00)
5,"Dunkley, Josh",26y 103d,122 (69-0-53 56.56%),65 (0.53),6 (4-0-2 66.67%),
19,"Gunston, Jack",31y 188d,230 (139-1-90 60.65%),437 (1.90),5 (3-0-2 60.00%),7 (1.40)
30,"Hipwood, Eric",25y 221d,133 (67-0-66 50.38%),198 (1.49),←,
41,"Joyce, Darragh",25y 364d,18 (10-0-8 55.56%),,5 (4-0-1 80.00%),
17,"Lyons, Jarryd",30y 274d,183 (107-0-76 58.47%),84 (0.46),91 (63-0-28 69.23%),35 (0.38)
11,"McCarthy, Lincoln",29y 182d,125 (88-0-37 70.40%),134 (1.07),96 (65-0-31 67.71%),109 (1.14)
6,"McCluggage, Hugh",25y 50d,136 (74-0-62 54.41%),85 (0.63),←,
46,"McInerney, Oscar",28y 286d,107 (66-0-41 61.68%),47 (0.44),←,
26,"McKenna, Conor",27y 25d,85 (39-1-45 46.47%),22 (0.26),6 (4-0-2 66.67%),2 (0.33)
9,"Neale, Lachie",29y 333d,226 (125-0-101 55.31%),113 (0.50),91 (60-0-31 65.93%),46 (0.51)
40,"Payne, Jack",23y 189d,33 (18-0-15 54.55%),2 (0.06),←,
16,"Rayner, Cam",23y 183d,93 (54-0-39 58.06%),89 (0.96),←,
10,"Rich, Daniel",32y 319d,272 (119-1-152 43.93%),115 (0.42),←,
37,"Starcevich, Brandon",23y 272d,77 (52-0-25 67.53%),5 (0.06),←,
44,"Wilmot, Darcy",19y 112d,9 (6-0-3 66.67%),3 (0.33),←,
15,"Zorko, Dayne",34y 72d,235 (105-0-130 44.68%),220 (0.94),←,
Totals,Totals,26y 235d,2855 (1558-5-1292 54.57%),2403 (0.84),,
C,"Fagan, Chris",61y 303d,142 (77-0-65 54.23%),,←,
