North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",23y 307d,80 (38-1-41 48.13%),79 (0.99),←,
13,"Bardsley, Kristian",19y 197d,1 (1-0-0 100.00%),,←,
14,"Buckley, Ben",24y 273d,52 (21-0-31 40.38%),13 (0.25),←,
18,"Carey, Wayne",20y 306d,40 (22-0-18 55.00%),66 (1.65),←,
23,"Clarkson, Alastair",23y 336d,53 (23-2-28 45.28%),53 (1.00),←,
27,"Crocker, Darren",25y 2d,82 (39-1-42 48.17%),48 (0.59),←,
5,"Dennis, Richard",25y 241d,58 (40-0-18 68.97%),40 (0.69),1 (1-0-0 100.00%),
28,"Dwyer, Anthony",22y 87d,3 (2-0-1 66.67%),4 (1.33),←,
6,"Fairley, Ian",27y 192d,126 (62-2-62 50.00%),138 (1.10),←,
31,"Gallagher, Michael",25y 324d,51 (33-1-17 65.69%),23 (0.45),35 (23-0-12 65.71%),6 (0.17)
29,"German, Peter",27y 55d,146 (73-3-70 51.03%),175 (1.20),←,
9,"Larkin, Matthew",27y 222d,148 (77-3-68 53.04%),129 (0.87),←,
35,"Longmire, John",21y 88d,71 (33-1-37 47.18%),225 (3.17),←,
4,"Martyn, Mick",23y 210d,77 (37-1-39 48.70%),5 (0.06),←,
16,"McCarthy, John",24y 364d,77 (35-1-41 46.10%),83 (1.08),←,
22,"Roberts, Mark",26y 274d,90 (33-0-57 36.67%),27 (0.30),13 (7-0-6 53.85%),8 (0.62)
3,"Rock, Anthony",21y 181d,40 (21-0-19 52.50%),43 (1.08),←,
24,"Sholl, Craig",24y 89d,44 (25-0-19 56.82%),8 (0.18),←,
15,"Smith, Ross",27y 54d,134 (62-2-70 47.01%),27 (0.20),←,
1,"Spargo, Paul",25y 171d,65 (33-2-30 52.31%),95 (1.46),←,
Totals,Totals,24y 162d,1438 (710-20-708 49.37%),1281 (0.89),,
C,"Schimmelbusch, Wayne",39y 69d,45 (25-0-20 55.56%),,←,
