Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",26y 213d,191 (128-1-62 67.28%),27 (0.14),←,
22,"Breust, Luke",23y 291d,88 (72-0-16 81.82%),168 (1.91),←,
9,"Burgoyne, Shaun",31y 312d,266 (181-1-84 68.23%),233 (0.88),109 (84-1-24 77.52%),62 (0.57)
18,"Ceglar, Jonathon",23y 196d,15 (12-0-3 80.00%),9 (0.60),←,
8,"Duryea, Taylor",23y 127d,38 (31-0-7 81.58%),5 (0.13),←,
6,"Gibson, Josh",30y 169d,162 (101-2-59 62.96%),2 (0.01),97 (72-1-24 74.74%),
19,"Gunston, Jack",22y 317d,76 (55-0-21 72.37%),156 (2.05),62 (50-0-12 80.65%),136 (2.19)
20,"Hale, David",30y 99d,216 (124-2-90 57.87%),201 (0.93),87 (68-0-19 78.16%),82 (0.94)
40,"Hartung, Billy",19y 217d,7 (5-0-2 71.43%),3 (0.43),←,
17,"Lake, Brian",32y 183d,226 (115-2-109 51.33%),34 (0.15),29 (25-0-4 86.21%),2 (0.07)
29,"Langford, Will",22y 57d,17 (13-0-4 76.47%),4 (0.24),←,
3,"Lewis, Jordan",28y 127d,214 (132-1-81 61.92%),121 (0.57),←,
31,"Dewar, Angus",21y 321d,13 (12-0-1 92.31%),,←,
5,"Mitchell, Sam",31y 321d,258 (153-1-104 59.50%),61 (0.24),←,
28,"Puopolo, Paul",26y 270d,85 (69-0-16 81.18%),66 (0.78),←,
2,"Roughead, Jarryd",27y 218d,204 (130-1-73 63.97%),428 (2.10),←,
25,"Schoenmakers, Ryan",23y 294d,79 (49-0-30 62.03%),13 (0.16),←,
12,"Sewell, Brad",30y 208d,199 (121-1-77 61.06%),32 (0.16),←,
26,"Shiels, Liam",23y 122d,99 (73-0-26 73.74%),30 (0.30),←,
32,"Simpkin, Jonathan",26y 305d,34 (27-0-7 79.41%),16 (0.47),30 (25-0-5 83.33%),15 (0.50)
16,"Smith, Isaac",25y 242d,83 (68-0-15 81.93%),76 (0.92),←,
27,"Spangher, Matthew",27y 128d,48 (26-0-22 54.17%),13 (0.27),16 (15-0-1 93.75%),2 (0.13)
Totals,Totals,26y 149d,2618 (1697-12-909 64.82%),1698 (0.65),,
C,"Clarkson, Alastair",46y 124d,230 (141-1-88 61.52%),,←,
