Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Ball, Luke",26y 312d,168 (111-1-56 66.37%),65 (0.39),26 (21-1-4 82.69%),7 (0.27)
17,"Beams, Dayne",21y 49d,45 (32-2-11 73.33%),45 (1.00),←,
11,"Blair, Jarryd",20y 353d,14 (12-1-1 89.29%),12 (0.86),←,
15,"Brown, Leigh",29y 38d,225 (112-3-110 50.44%),116 (0.52),44 (34-2-8 79.55%),32 (0.73)
27,"Buckley, Simon",23y 349d,23 (5-0-18 21.74%),5 (0.22),2 (2-0-0 100.00%),2 (1.00)
32,"Cloke, Travis",24y 28d,126 (76-2-48 61.11%),162 (1.29),←,
31,"Dawes, Chris",22y 321d,32 (26-1-5 82.81%),46 (1.44),←,
4,"Didak, Alan",28y 46d,184 (112-1-71 61.14%),259 (1.41),←,
26,"Johnson, Ben",29y 362d,210 (120-1-89 57.38%),64 (0.30),←,
18,"Jolly, Darren",29y 147d,194 (108-4-82 56.70%),96 (0.49),28 (22-2-4 82.14%),26 (0.93)
7,"Krakouer, Andrew",28y 57d,104 (36-0-68 34.62%),104 (1.00),2 (2-0-0 100.00%),2 (1.00)
8,"Lumumba, Heritier",24y 138d,113 (72-2-39 64.60%),15 (0.13),←,
30,"Macaffer, Brent",23y 33d,28 (19-2-7 71.43%),21 (0.75),←,
10,"Pendlebury, Scott",23y 85d,104 (66-2-36 64.42%),61 (0.59),←,
20,"Reid, Ben",21y 338d,31 (19-2-10 64.52%),3 (0.10),←,
39,"Shaw, Heath",25y 126d,117 (72-2-43 62.39%),25 (0.21),←,
22,"Sidebottom, Steele",20y 90d,38 (28-2-8 76.32%),29 (0.76),←,
36,"Swan, Dane",27y 36d,153 (90-2-61 59.48%),105 (0.69),←,
2,"Tarrant, Chris",30y 196d,235 (105-0-130 44.68%),359 (1.53),163 (77-0-86 47.24%),299 (1.83)
13,"Thomas, Dale",23y 285d,113 (72-2-39 64.60%),87 (0.77),←,
34,"Toovey, Alan",24y 10d,69 (48-2-19 71.01%),8 (0.12),←,
21,"Wellingham, Sharrod",22y 269d,54 (38-2-14 72.22%),25 (0.46),←,
Totals,Totals,25y 17d,2380 (1379-36-965 57.94%),1712 (0.72),,
C,"Malthouse, Mick",57y 228d,641 (366-6-269 57.57%),,263 (143-2-118 54.75%),
