Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
7,"Allan, Ben",26y 260d,111 (67-0-44 60.36%),79 (0.71),13 (5-0-8 38.46%),7 (0.54)
33,"Burrows, Craig",22y 194d,12 (5-0-7 41.67%),15 (1.25),←,
42,"Callaghan, Craig",19y 115d,4 (0-0-4 0.00%),2 (0.50),←,
30,"Delaney, Tony",19y 187d,23 (8-1-14 36.96%),15 (0.65),8 (3-0-5 37.50%),6 (0.75)
19,"Dhurrkay, Gary",21y 120d,6 (2-0-4 33.33%),10 (1.67),←,
38,"Jones, Anthony",20y 195d,11 (5-0-6 45.45%),,←,
11,"Kickett, Dale",27y 59d,57 (28-0-29 49.12%),40 (0.70),11 (5-0-6 45.45%),
36,"Leach, Quenton",22y 316d,11 (4-0-7 36.36%),,←,
48,"Madigan, Greg",25y 159d,49 (30-0-19 61.22%),5 (0.10),9 (3-0-6 33.33%),1 (0.11)
9,"Mann, Peter",24y 298d,52 (23-0-29 44.23%),30 (0.58),13 (5-0-8 38.46%),18 (1.38)
43,"McGovern, Andrew",27y 86d,29 (7-1-21 25.86%),7 (0.24),9 (3-0-6 33.33%),
8,"McManus, Shaun",19y 143d,9 (3-0-6 33.33%),4 (0.44),←,
49,"Miller, Peter",26y 87d,11 (5-0-6 45.45%),14 (1.27),←,
21,"Muir, David",23y 350d,6 (2-0-4 33.33%),,←,
25,"Norrish, Jason",23y 157d,31 (17-0-14 54.84%),3 (0.10),11 (5-0-6 45.45%),1 (0.09)
10,"OReilly, Stephen",22y 235d,48 (25-0-23 52.08%),8 (0.17),12 (4-0-8 33.33%),3 (0.25)
23,"Parker, Shane",22y 134d,8 (3-0-5 37.50%),,←,
5,"Ridley, Todd",26y 141d,35 (19-0-16 54.29%),33 (0.94),10 (4-0-6 40.00%),12 (1.20)
31,"Wardell-Johnson, Leigh",25y 107d,8 (3-0-5 37.50%),9 (1.13),←,
2,"Watters, Scott",26y 158d,96 (40-2-54 42.71%),30 (0.31),13 (5-0-8 38.46%),6 (0.46)
4,"Wills, Andrew",23y 180d,69 (44-0-25 63.77%),59 (0.86),10 (4-0-6 40.00%),16 (1.60)
Totals,Totals,23y 245d,686 (340-4-342 49.56%),363 (0.53),,
C,"Neesham, Gerard",40y 203d,13 (5-0-8 38.46%),,←,
